part,information,link
N612656A,"OE Manufacturer:
                                                        

                                                            Mitsubishi",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n612656a?pos=0
N612656A,"Mounting Bolts Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n612656a?pos=0
N612656A,"Number Of Pinion Teeth:
                                                        

                                                            10",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n612656a?pos=0
N612656A,"Starter Drive Included:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n612656a?pos=0
N612656A,"Overcrank Protection:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n612656a?pos=0
N612665A,"Warranty: 

Limited Lifetime Warranty",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n612665a?pos=1
N612665A,"Unit of Measure: 

                                                            Each",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n612665a?pos=1
N612665A,"UPC: 

                                                            #
                                                            
                                                                190037026460",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n612665a?pos=1
N612665A,"Rotation Direction:
                                                        

                                                            Clockwise",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n612665a?pos=1
N612665A,"Design:
                                                        

                                                            Offset Gear Reduction",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n612665a?pos=1
N612665A,"Mounting Shims Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n612665a?pos=1
N612665A,"New Or Remanufactured:
                                                        

                                                            New",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n612665a?pos=1
N612665A,"Nose Cone Type:
                                                        

                                                            Closed",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n612665a?pos=1
N612665A,"Solenoid Attached:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n612665a?pos=1
N612665A,"kW Rating (kW):
                                                        

                                                            1.1kW",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n612665a?pos=1
N612665A,"Voltage (V):
                                                        

                                                            12 Volt",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n612665a?pos=1
N612665A,"OE Manufacturer:
                                                        

                                                            Nippondenso",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n612665a?pos=1
N612665A,"Mounting Bolts Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n612665a?pos=1
N612665A,"Number Of Pinion Teeth:
                                                        

                                                            10",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n612665a?pos=1
N612665A,"Starter Drive Included:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n612665a?pos=1
N612665A,"Overcrank Protection:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n612665a?pos=1
N612948A,"Warranty: 

Limited Lifetime Warranty",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n612948a?pos=2
N612948A,"Unit of Measure: 

                                                            Each",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n612948a?pos=2
N612948A,"UPC: 

                                                            #
                                                            
                                                                190037060310",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n612948a?pos=2
N612948A,"Rotation Direction:
                                                        

                                                            Clockwise",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n612948a?pos=2
N612948A,"Design:
                                                        

                                                            Planetary Gear Reduction",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n612948a?pos=2
N612948A,"Mounting Shims Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n612948a?pos=2
N612948A,"New Or Remanufactured:
                                                        

                                                            New",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n612948a?pos=2
N612948A,"Nose Cone Type:
                                                        

                                                            Closed",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n612948a?pos=2
N612948A,"Solenoid Attached:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n612948a?pos=2
N612948A,"kW Rating (kW):
                                                        

                                                            1.1kW",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n612948a?pos=2
N612948A,"Voltage (V):
                                                        

                                                            12 Volt",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n612948a?pos=2
N612948A,"OE Manufacturer:
                                                        

                                                            Nippondenso",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n612948a?pos=2
N612948A,"Mounting Bolts Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n612948a?pos=2
N612948A,"Number Of Pinion Teeth:
                                                        

                                                            10",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n612948a?pos=2
N612948A,"Starter Drive Included:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n612948a?pos=2
N612948A,"Overcrank Protection:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n612948a?pos=2
N613396A,"Warranty: 

Limited Lifetime Warranty",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n613396a?pos=3
N613396A,"Unit of Measure: 

                                                            Each",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n613396a?pos=3
N613396A,"UPC: 

                                                            #
                                                            
                                                                190037137371",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n613396a?pos=3
N613396A,"Rotation Direction:
                                                        

                                                            Clockwise",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n613396a?pos=3
N613396A,"Design:
                                                        

                                                            Permanent Magnet Gear Reduction",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n613396a?pos=3
N613396A,"Series:
                                                        

                                                            PG260C",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n613396a?pos=3
N613396A,"Mounting Shims Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n613396a?pos=3
N613396A,"New Or Remanufactured:
                                                        

                                                            New",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n613396a?pos=3
N613396A,"Nose Cone Type:
                                                        

                                                            Closed",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n613396a?pos=3
N613396A,"Solenoid Attached:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n613396a?pos=3
N613396A,"kW Rating (kW):
                                                        

                                                            1.1kW",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n613396a?pos=3
N613396A,"Voltage (V):
                                                        

                                                            12 Volt",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n613396a?pos=3
N613396A,"OE Manufacturer:
                                                        

                                                            Delco Delphi",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n613396a?pos=3
N613396A,"Mounting Bolts Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n613396a?pos=3
N613396A,"Number Of Pinion Teeth:
                                                        

                                                            9",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n613396a?pos=3
N613396A,"Starter Drive Included:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n613396a?pos=3
N613396A,"Overcrank Protection:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima-select/alternators---starters/starter/dad3c6651e74/ultima-select-starter-new/osl0/n613396a?pos=3
R612307A,"Warranty: 

Limited Lifetime Warranty",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612307a?pos=4
R612307A,"Unit of Measure: 

                                                            Each",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612307a?pos=4
R612307A,"UPC: 

                                                            #
                                                            
                                                                190037043566",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612307a?pos=4
R612307A,"Rotation Direction:
                                                        

                                                            Clockwise",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612307a?pos=4
R612307A,"Design:
                                                        

                                                            Direct Drive",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612307a?pos=4
R612307A,"Mounting Shims Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612307a?pos=4
R612307A,"New Or Remanufactured:
                                                        

                                                            Remanufactured",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612307a?pos=4
R612307A,"Nose Cone Type:
                                                        

                                                            Closed",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612307a?pos=4
R612307A,"Solenoid Attached:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612307a?pos=4
R612307A,"kW Rating (kW):
                                                        

                                                            1.1kW",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612307a?pos=4
R612307A,"Voltage (V):
                                                        

                                                            12 Volt",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612307a?pos=4
R612307A,"OE Manufacturer:
                                                        

                                                            Bosch",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612307a?pos=4
R612307A,"Mounting Bolts Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612307a?pos=4
R612307A,"Number Of Pinion Teeth:
                                                        

                                                            9",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612307a?pos=4
R612307A,"Starter Drive Included:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612307a?pos=4
R612307A,"Overcrank Protection:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612307a?pos=4
R612428A,"Warranty: 

Limited Lifetime Warranty",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612428a?pos=5
R612428A,"Unit of Measure: 

                                                            Each",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612428a?pos=5
R612428A,"UPC: 

                                                            #
                                                            
                                                                190037044198",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612428a?pos=5
R612428A,"Rotation Direction:
                                                        

                                                            Clockwise",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612428a?pos=5
R612428A,"Design:
                                                        

                                                            Direct Drive",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612428a?pos=5
R612428A,"Mounting Shims Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612428a?pos=5
R612428A,"New Or Remanufactured:
                                                        

                                                            Remanufactured",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612428a?pos=5
R612428A,"Nose Cone Type:
                                                        

                                                            Closed",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612428a?pos=5
R612428A,"Solenoid Attached:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612428a?pos=5
R612428A,"kW Rating (kW):
                                                        

                                                            1.1kW",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612428a?pos=5
R612428A,"Voltage (V):
                                                        

                                                            12 Volt",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612428a?pos=5
R612428A,"OE Manufacturer:
                                                        

                                                            Bosch",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612428a?pos=5
R612428A,"Mounting Bolts Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612428a?pos=5
R612428A,"Number Of Pinion Teeth:
                                                        

                                                            9",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612428a?pos=5
R612428A,"Starter Drive Included:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612428a?pos=5
R612428A,"Overcrank Protection:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612428a?pos=5
R612588A,"Warranty: 

Limited Lifetime Warranty",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612588a?pos=6
R612588A,"Unit of Measure: 

                                                            Each",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612588a?pos=6
R612588A,"UPC: 

                                                            #
                                                            
                                                                190037045096",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612588a?pos=6
R612588A,"Rotation Direction:
                                                        

                                                            Counter-Clockwise",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612588a?pos=6
R612588A,"Design:
                                                        

                                                            Permanent Magnet Gear Reduction",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612588a?pos=6
R612588A,"Mounting Shims Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612588a?pos=6
R612588A,"New Or Remanufactured:
                                                        

                                                            Remanufactured",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612588a?pos=6
R612588A,"Nose Cone Type:
                                                        

                                                            Open",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612588a?pos=6
R612588A,"Solenoid Attached:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612588a?pos=6
R612588A,"kW Rating (kW):
                                                        

                                                            1.1kW",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612588a?pos=6
R612588A,"Voltage (V):
                                                        

                                                            12 Volt",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612588a?pos=6
R612588A,"OE Manufacturer:
                                                        

                                                            Bosch",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612588a?pos=6
R612588A,"Mounting Bolts Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612588a?pos=6
R612588A,"Number Of Pinion Teeth:
                                                        

                                                            9",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612588a?pos=6
R612588A,"Starter Drive Included:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612588a?pos=6
R612588A,"Overcrank Protection:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612588a?pos=6
R612589A,"Warranty: 

Limited Lifetime Warranty",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612589a?pos=7
R612589A,"Unit of Measure: 

                                                            Each",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612589a?pos=7
R612589A,"UPC: 

                                                            #
                                                            
                                                                190037045102",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612589a?pos=7
R612589A,"Rotation Direction:
                                                        

                                                            Counter-Clockwise",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612589a?pos=7
R612589A,"Design:
                                                        

                                                            Permanent Magnet Gear Reduction",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612589a?pos=7
R612589A,"Mounting Shims Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612589a?pos=7
R612589A,"New Or Remanufactured:
                                                        

                                                            Remanufactured",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612589a?pos=7
R612589A,"Nose Cone Type:
                                                        

                                                            Open",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612589a?pos=7
R612589A,"Solenoid Attached:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612589a?pos=7
R612589A,"kW Rating (kW):
                                                        

                                                            1.1kW",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612589a?pos=7
R612589A,"Voltage (V):
                                                        

                                                            12 Volt",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612589a?pos=7
R612589A,"OE Manufacturer:
                                                        

                                                            Bosch",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612589a?pos=7
R612589A,"Mounting Bolts Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612589a?pos=7
R612589A,"Number Of Pinion Teeth:
                                                        

                                                            10",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612589a?pos=7
R612589A,"Starter Drive Included:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612589a?pos=7
R612589A,"Overcrank Protection:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612589a?pos=7
R612656A,"Warranty: 

Limited Lifetime Warranty",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612656a?pos=8
R612656A,"Unit of Measure: 

                                                            Each",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612656a?pos=8
R612656A,"UPC: 

                                                            #
                                                            
                                                                190037045447",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612656a?pos=8
R612656A,"Rotation Direction:
                                                        

                                                            Clockwise",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612656a?pos=8
R612656A,"Design:
                                                        

                                                            Permanent Magnet Gear Reduction",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612656a?pos=8
R612656A,"Mounting Shims Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612656a?pos=8
R612656A,"New Or Remanufactured:
                                                        

                                                            Remanufactured",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612656a?pos=8
R612656A,"Nose Cone Type:
                                                        

                                                            Closed",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612656a?pos=8
R612656A,"Solenoid Attached:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612656a?pos=8
R612656A,"kW Rating (kW):
                                                        

                                                            1.1kW",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612656a?pos=8
R612656A,"Voltage (V):
                                                        

                                                            12 Volt",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612656a?pos=8
R612656A,"OE Manufacturer:
                                                        

                                                            Mitsubishi",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612656a?pos=8
R612656A,"Mounting Bolts Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612656a?pos=8
R612656A,"Number Of Pinion Teeth:
                                                        

                                                            10",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612656a?pos=8
R612656A,"Starter Drive Included:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612656a?pos=8
R612656A,"Overcrank Protection:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612656a?pos=8
R612657A,"Warranty: 

Limited Lifetime Warranty",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612657a?pos=9
R612657A,"Unit of Measure: 

                                                            Each",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612657a?pos=9
R612657A,"UPC: 

                                                            #
                                                            
                                                                190037045454",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612657a?pos=9
R612657A,"Rotation Direction:
                                                        

                                                            Clockwise",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612657a?pos=9
R612657A,"Design:
                                                        

                                                            Permanent Magnet Gear Reduction",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612657a?pos=9
R612657A,"Mounting Shims Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612657a?pos=9
R612657A,"New Or Remanufactured:
                                                        

                                                            Remanufactured",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612657a?pos=9
R612657A,"Nose Cone Type:
                                                        

                                                            Closed",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612657a?pos=9
R612657A,"Solenoid Attached:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612657a?pos=9
