名称,介绍,详情
斯凯杰科（Skyjack） SJIII 4626 电动直流剪叉式高空作业平台,SJIII4626电动直流剪叉式高空作业平台可在总高度上驱动可变速，两个后轮液压驱动双控刹车用于驱动和升降功能的比例控制4’22m的延伸台面24V直流电源电池的低电压保护高达30%的爬坡能力无印痕的实心橡胶轮胎凹坑保护系统GFI平台上110V交流输出28mph额定风速15m/s带有驱动和升降关闭的倾斜报警器。,"
最大平台高度 (m):
7.92
最大工作高度(m):
9.75
最大平台高度:
6~8米以下作业
动力方式:
电动
"
徐工 XG0607DC 电驱剪叉式高空作业平台,徐工 XG0607DC 电驱剪叉式高空作业平台是徐工生产制造的最大平台高度为6米以下作业电驱剪叉式高空作业平台，XG0607DC的最大平台高度 (m)为3.9。,"
最大平台高度 (m):
3.9
最大工作高度(m):
5.9
最大平台高度:
6米以下作业
动力方式:
电动
"
山河智能 SWSL0807HD Li 电动电驱剪叉式高空作业平台,SWSL0807HD Li 系统自动显示故障代码，方便维修。系列机型电池使用时间长，工作效率高,"
最大平台高度 (m):
10
最大工作高度(m):
12
最大平台高度:
10米以上作业
动力方式:
电动
"
美国JLG LE系列电动剪叉式 高空作业平台,美国JLG LE系列电动剪叉式 高空作业平台是美国JLG生产制造的最大平台高度为10米以上作业高空作业平台，LE系列电动剪叉式的最大平台高度 (m)为10.19。,"
最大平台高度 (m):
10.19
最大工作高度(m):
12.19
最大平台高度:
10米以上作业
动力方式:
电动
"
临工重机 SS0407E 电驱剪叉式高空作业平台,SS0407E临工重机SS系列剪叉式升降工作平台，为低矮和狭窄的工作场所提供了理想的解决方案。整机尺寸小，通过性优越，适合在地下停车场、超市等场合作业。,"
最大平台高度 (m):
3.8
最大工作高度(m):
5.8
最大平台高度:
6米以下作业
动力方式:
电动
"
斯凯杰科（Skyjack） SJIII 3226 电动直流剪叉式高空作业平台,SJIII3226可在总高度上驱动可变速，两个后轮液压驱动双控刹车用于驱动和升降功能的比例控制3’0.91m的延伸台面24V直流电源电池的低电压保护高达30%的爬坡能力无印痕的实心橡胶轮胎凹坑保护系统GFI平台上110V交流输出28mph额定风速15m/s带有驱动和升降关闭的倾斜报警器。,"
最大平台高度 (m):
7.92
最大工作高度(m):
9.75
最大平台高度:
6~8米以下作业
动力方式:
电动
"
徐工 XG1012HD/XG1012AC 电驱剪叉式高空作业平台,徐工 XG1012HD/XG1012AC 电驱剪叉式高空作业平台是徐工生产制造的最大平台高度为6~8米以下作业电驱剪叉式高空作业平台，XG1012HD/XG1012AC的最大平台高度 (m)为8。,"
最大平台高度 (m):
8
最大工作高度(m):
10
最大平台高度:
6~8米以下作业
动力方式:
电动
"
山河智能 SWSL1412DC Li 电动电驱剪叉式高空作业平台,SWSL1412DC Li 系统自动显示故障代码，方便维修。系列机型电池使用时间长，工作效率高。,"
最大平台高度 (m):
10
最大工作高度(m):
12
最大平台高度:
10米以上作业
动力方式:
电动
"
美国JLG 3246ES电动剪叉式 高空作业平台,美国JLG 3246ES电动剪叉式 高空作业平台是美国JLG生产制造的最大平台高度为8~10米以下作业高空作业平台，3246ES电动剪叉式的最大平台高度 (m)为9.68。,"
最大平台高度 (m):
9.68
最大工作高度(m):
11.68
最大平台高度:
8~10米以下作业
动力方式:
电动
"
斯凯杰科（Skyjack） SJIII 3220 电动直流剪叉式高空作业平台,SJIII3220可在总高度上驱动可变速，两个后轮液压驱动双控刹车用于驱动和升降功能的比例控制3’0.91m的延伸台面24V直流电源电池的低电压保护高达30%的爬坡能力无印痕的实心橡胶轮胎凹坑保护系统GFI平台上110V交流输出28mph额定风速15m/s带有驱动和升降关闭的倾斜报警器。,"
最大平台高度 (m):
5.92
最大工作高度(m):
7.92
最大平台高度:
6米以下作业
动力方式:
电动
"
徐工 XG0807HDW / XG0807ACW 电驱剪叉式高空作业平台,徐工 XG0807HDW / XG0807ACW 电驱剪叉式高空作业平台是徐工生产制造的最大平台高度为6米以下作业电驱剪叉式高空作业平台，XG0807HDW / XG0807ACW的最大平台高度 (m)为5.8。,"
最大平台高度 (m):
5.8
最大工作高度(m):
7.8
最大平台高度:
6米以下作业
动力方式:
电动
"
山河智能 SWSL1212DC Li 电动电驱剪叉式高空作业平台,SWSL1212DC Li 系统自动显示故障代码，方便维修。系列机型电池使用时间长，工作效率高。,"
最大平台高度 (m):
10
最大工作高度(m):
12
最大平台高度:
10米以上作业
动力方式:
电动
"
美国JLG R10电动剪叉式 高空作业平台,美国JLG R10电动剪叉式 高空作业平台是美国JLG生产制造的最大平台高度为6米以下作业高空作业平台，R10电动剪叉式的最大平台高度 (m)为5.79。,"
最大平台高度 (m):
5.79
最大工作高度(m):
7.79
最大平台高度:
6米以下作业
动力方式:
电动
"
斯凯杰科（Skyjack） SJIII 3219 电动直流剪叉式高空作业平台,SJIII3219可在总高度上驱动可变速，两个前轮液压驱动90°转向（内转弯半径内0）双控刹车用于驱动和升降功能的比例控制3’0.91m的延伸台面24V直流电源电池的低电压保护爬坡能力30%无印痕的实心橡胶轮胎凹坑保护系统GFI平台上110V交流输出28mph额定风速15m/s。,"
最大平台高度 (m):
5.79
最大工作高度(m):
7.62
最大平台高度:
6米以下作业
动力方式:
电动
"
徐工 XG0807HD / XG0807AC 电驱剪叉式高空作业平台,徐工 XG0807HD / XG0807AC 电驱剪叉式高空作业平台是徐工生产制造的最大平台高度为6米以下作业电驱剪叉式高空作业平台，XG0807HD / XG0807AC的最大平台高度 (m)为5.8。,"
最大平台高度 (m):
5.8
最大工作高度(m):
7.8
最大平台高度:
6米以下作业
动力方式:
电动
"
山河智能 SWSL1008DC Li 电动电驱剪叉式高空作业平台,SWSL1008DC Li 系统自动显示故障代码，方便维修。系列机型电池使用时间长，工作效率高。,"
最大平台高度 (m):
8
最大工作高度(m):
10
最大平台高度:
8~10米以下作业
动力方式:
电动
"
美国JLG 4045R电动剪式 高空作业平台,美国JLG 4045R电动剪式 高空作业平台是美国JLG生产制造的最大平台高度为10米以上作业高空作业平台，4045R电动剪式的最大平台高度 (m)为11.79。,"
最大平台高度 (m):
11.79
最大工作高度(m):
13.79
最大平台高度:
10米以上作业
动力方式:
电动
"
斯凯杰科（Skyjack） SJIII 3215 电动直流剪叉式高空作业平台,SJIII3215可在总高度上驱动可变速，两个前轮液压驱动90°转向（内转弯半径内0）双控刹车用于驱动和升降功能的比例控制3’0.91m的延伸台面24V直流电源电池的低电压保护爬坡能力30%无印痕的实心橡胶轮胎凹坑保护系统GFI平台上110V交流输出28mph额定风速15m/s。,"
最大平台高度 (m):
4.57
最大工作高度(m):
6.40
最大平台高度:
6米以下作业
动力方式:
电动
"
山河智能 SWSL0807DC-Li 电动电驱剪叉式高空作业平台,SWSL0807DC-Li 系统自动显示故障代码，方便维修。系列机型电池使用时间长，工作效率高。,"
最大平台高度 (m):
6
最大工作高度(m):
8
最大平台高度:
6~8米以下作业
动力方式:
电动
"
美国JLG 1932R电动剪式 高空作业平台,美国JLG 1932R电动剪式 高空作业平台是美国JLG生产制造的最大平台高度为6米以下作业高空作业平台，1932R电动剪式的最大平台高度 (m)为5.8。,"
最大平台高度 (m):
5.8
最大工作高度(m):
7.8
最大平台高度:
6米以下作业
动力方式:
电动
"
山河智能 SWSL0607DC 电动电驱剪叉式高空作业平台,SWSL0607DC 系统自动显示故障代码，方便维修。系列机型电池使用时间长，工作效率高。,"
最大平台高度 (m):
4.5
最大工作高度(m):
6.5
最大平台高度:
6米以下作业
动力方式:
电动
"
山河智能 SWSL0807DC 电动电驱剪叉式高空作业平台,SWSL0807DC 系统自动显示故障代码，方便维修。系列机型电池使用时间长，工作效率高。,"
最大平台高度 (m):
6
最大工作高度(m):
8
最大平台高度:
6~8米以下作业
动力方式:
电动
"
山河智能 SWSL1008DC 电动电驱剪叉式高空作业平台,SWSL1008DC 系统自动显示故障代码，方便维修。系列机型电池使用时间长，工作效率高。,"
最大平台高度 (m):
8
最大工作高度(m):
10
最大平台高度:
8~10米以下作业
动力方式:
电动
"
山河智能 SWSL1212DC 电动电驱剪叉式高空作业平台,SWSL1212DC 系统自动显示故障代码，方便维修。系列机型电池使用时间长，工作效率高。,"
最大平台高度 (m):
10
最大工作高度(m):
12
最大平台高度:
8~10米以下作业
动力方式:
电动
"
山河智能 SWSL1412DC 电动电驱剪叉式高空作业平台,SWSL1412DC 系统自动显示故障代码，方便维修。系列机型电池使用时间长，工作效率高。,"
最大平台高度 (m):
12
最大工作高度(m):
14
最大平台高度:
10米以上作业
动力方式:
电动
"
山河智能 SWSL0807HD 电动液驱剪叉式高空作业平台,SWSL0807HD 比例控制手柄，任意速度控制起升速度与行走速度。全高度行走与转向，方便作业，提高效率。,"
最大平台高度 (m):
6
最大工作高度(m):
8
最大平台高度:
6~8米以下作业
动力方式:
电动
"
山河智能 SWSL1008HD 电动液驱剪叉式高空作业平台,SWSL1008HD 比例控制手柄，任意速度控制起升速度与行走速度。全高度行走与转向，方便作业，提高效率。,"
最大平台高度 (m):
8
最大工作高度(m):
10
最大平台高度:
8~10米以下作业
动力方式:
电动
"
山河智能 SWSL1212HD 电动液驱剪叉式高空作业平台,SWSL1212HD 比例控制手柄，任意速度控制起升速度与行走速度。全高度行走与转向，方便作业，提高效率。,"
最大平台高度 (m):
10
最大工作高度(m):
12
最大平台高度:
8~10米以下作业
动力方式:
电动
"
山河智能 SWSL1412HD 电动液驱剪叉式高空作业平台,SWSL1412HD 比例控制手柄，任意速度控制起升速度与行走速度。全高度行走与转向，方便作业，提高效率。,"
最大平台高度 (m):
12
最大工作高度(m):
14
最大平台高度:
10米以上作业
动力方式:
电动
"
山河智能 SWSL1614HD 电动液驱剪叉式高空作业平台,SWSL1614HD 比例控制手柄，任意速度控制起升速度与行走速度。全高度行走与转向，方便作业，提高效率。,"
最大平台高度 (m):
13.8
最大工作高度(m):
15.8
最大平台高度:
10米以上作业
动力方式:
电动
"
同力重工 TLE90A 新能源公路宽体自卸车,TLE纯电动系列产品，应用双动力电机驱动系统、多档自动变速器，按需配置的标准化磷酸铁锂动力电池系统，具有动力充沛、高效经济、驾乘舒适和安全可靠的突出优势。结合“运营间歇充电补能、快速换电补能和连续运营换车补能等”系统化解决方案，具有全天侯全工况的适应性与覆盖性。,"
行走方式:
轮胎
车架形式:
刚性
动力方式:
电动
品牌:
同力重工
"
徐工 XDR80TE充电型 三桥刚性矿车,XDR80TE纯电动三桥刚性矿车采用刚性自卸车的优势技术的纯电动自卸车，基于刚性自卸车优势技术、引入纯电动设计理念，对下一代纯电动矿车技术发展赋予了新的定义。,"
行走方式:
轮胎
车架形式:
刚性
动力方式:
电动
品牌:
徐工
"
临工重机 MTE86H 矿用卡车,MTE86H矿用卡车为高可靠性明星MT65H地盘，推力杆关节轴承铰接具有全液压转向+举升合流技术。,"
行走方式:
轮胎
车架形式:

动力方式:
电动
品牌:
临工重机
"
卡特彼勒 CAT®MT4400D AC 交流电动卡车,MT4400DAC动力传动系-Cat交流电动100%Caterpillar。,"
行走方式:
轮胎
车架形式:

动力方式:
电动
品牌:
卡特彼勒
"
同力重工 TLE90B 纯电非公路宽体自卸车,TLE纯电动系列产品，应用双动力电机驱动系统、多档自动变速器，按需配置的标准化磷酸铁锂动力电池系统，具有动力充沛、高效经济、驾乘舒适和安全可靠的突出优势。结合“运营间歇充电补能、快速换电补能和连续运营换车补能等”系统化解决方案，具有全天侯全工况的适应性与覆盖性。,"
行走方式:
轮胎
车架形式:
刚性
动力方式:
电动
品牌:
同力重工
"
徐工 XDR80TE侧换电 三桥刚性矿车,XDR80TE纯电动三桥刚性矿车采用刚性自卸车的优势技术的纯电动自卸车，基于刚性自卸车优势技术、引入纯电动设计理念，对下一代纯电动矿车技术发展赋予了新的定义。,"
行走方式:
轮胎
车架形式:
刚性
动力方式:
电动
品牌:
徐工
"
三一重工 SET230 电传动矿用自卸车,SET230矿用自卸车采用前制动为钳盘式制动，单盘四卡钳，后制动双盘双卡钳，兼有行车制动和驻车制动的功能，前后制动均采用美国进口品牌，质量可靠。,"
行走方式:
轮胎
车架形式:

动力方式:
电动
品牌:
三一重工
"
山河智能 SWK 105E 矿用（宽体）自卸车,SWK 105E 矿用（宽体）自卸车适用于煤碳、石灰石、有色金属等露天矿开采以及水利水电工程建设等恶劣复杂工况的作业施工环境。,"
行走方式:
轮胎
车架形式:
刚性
动力方式:
电动
品牌:
山河智能
"
宇通矿卡 YTK105EH/YTK105EHC 换电矿用车,宇通纯电矿用车凭借高出勤率、高可靠性成功获得客户信赖，车厢容积大，平均车速高，单趟运输效率高，带来更大的运营收益，整车核心部件维修维保周期长，三电系统稳定 好，车辆出勤率高。,"
行走方式:
轮胎
车架形式:
刚性
动力方式:
电动
品牌:
宇通矿卡
"
临工重机 MTE108 矿用卡车,MTE108矿用卡车用于起起伏伏、走走停停工况，只要有海拔落差，就能回收能量。,"
行走方式:
轮胎
车架形式:

动力方式:
电动
品牌:
临工重机
"
柳工 DW90A-EV 矿用卡车,DW90A-EV矿用卡车采用双枪同时快充技术，实现40分钟快充，电动机免维护，出勤率高，运输能耗成本可减少60-80%，高效能量回收，经济效益更高。,"
行走方式:
轮胎
车架形式:
铰接式
动力方式:
电动
品牌:
柳工
"
内蒙古北方重工 MT4400AC 电传动矿用自卸车,内蒙古北方重工 MT4400AC 电传动矿用自卸车是内蒙古北方重工生产制造的行走方式为轮胎电传动矿用自卸车。,"
行走方式:
轮胎
车架形式:
刚性
动力方式:
电动
品牌:
内蒙古北方重工
"
博雷顿 90T 纯电动矿卡,90T纯电动矿卡采用 “ERS”技术实现能量回收，节能降耗.,"
行走方式:
轮胎
车架形式:

动力方式:
电动
品牌:
博雷顿
"
同力重工 TLE105 新能源公路宽体自卸车,TLE纯电动系列产品，应用双动力电机驱动系统、多档自动变速器，按需配置的标准化磷酸铁锂动力电池系统，具有动力充沛、高效经济、驾乘舒适和安全可靠的突出优势。结合“运营间歇充电补能、快速换电补能和连续运营换车补能等”系统化解决方案，具有全天侯全工况的适应性与覆盖性。,"
行走方式:
轮胎
车架形式:
刚性
动力方式:
电动
品牌:
同力重工
"
徐工 XDR80TE上换电 三桥刚性矿车,XDR80TE纯电动三桥刚性矿车采用刚性自卸车的优势技术的纯电动自卸车，基于刚性自卸车优势技术、引入纯电动设计理念，对下一代纯电动矿车技术发展赋予了新的定义。,"
行走方式:
轮胎
车架形式:
刚性
动力方式:
电动
品牌:
徐工
"
山河智能 SWK 105EA 矿用（宽体）自卸车,SWK 105EA 矿用（宽体）自卸车适用于煤碳、石灰石、有色金属等露天矿开采以及水利水电工程建设等恶劣复杂工况的作业施工环境。,"
行走方式:
轮胎
车架形式:
刚性
动力方式:
电动
品牌:
山河智能
"
宇通矿卡 YTK90EH /YTK90EHC 换电矿用车,"宇通纯电矿用车凭借高出勤率、高可靠性成功获得客户信赖，车厢容积大，平均车速高，单趟运输效率高，带来更大的运营收益，整车核心部件维修维保周期长，三电系统稳定
好，车辆出勤率高。","
行走方式:
轮胎
车架形式:
刚性
动力方式:
电动
品牌:
宇通矿卡
"
内蒙古北方重工 MT3700 电传动矿用自卸车,内蒙古北方重工 MT3700 电传动矿用自卸车是内蒙古北方重工生产制造的行走方式为轮胎电传动矿用自卸车。,"
行走方式:
轮胎
车架形式:
刚性
动力方式:
电动
品牌:
内蒙古北方重工
"
博雷顿 BRT90E 纯电动宽体自卸车,"BRT90E纯电动宽体自卸车采用博雷顿自主研发电动机，低速即可爆发大扭矩，重载起步更轻松，满 载爬坡度达30%,专为矿区场景量身打造。","
行走方式:
轮胎
车架形式:

动力方式:
电动
品牌:
博雷顿
"
同力重工 TLH135 新能源公路宽体自卸车,TLE纯电动系列产品，应用双动力电机驱动系统、多档自动变速器，按需配置的标准化磷酸铁锂动力电池系统，具有动力充沛、高效经济、驾乘舒适和安全可靠的突出优势。结合“运营间歇充电补能、快速换电补能和连续运营换车补能等”系统化解决方案，具有全天侯全工况的适应性与覆盖性。,"
行走方式:
轮胎
车架形式:
刚性
动力方式:
电动
品牌:
同力重工
"
徐工 XKT136 三桥宽体混动矿卡,用油气悬架结构+纵置板簧+平衡悬架结构，具备优良的减振缓冲性能，大幅度改善车架受力，提高车架寿命。降低车架扭转变形，提高发动机、变速箱寿命，降低维修成本。,"
行走方式:
轮胎
车架形式:
刚性
动力方式:
电动
品牌:
徐工
"
山河智能 SWK 105R 矿用（宽体）自卸车,SWK 105R 矿用（宽体）自卸车适用于煤碳、石灰石、有色金属等露天矿开采以及水利水电工程建设等恶劣复杂工况的作业施工环境。,"
行走方式:
轮胎
车架形式:
刚性
动力方式:
电动
品牌:
山河智能
"
宇通矿卡 YTK90E 纯电矿用车,"宇通纯电矿用车凭借高出勤率、高可靠性成功获得客户信赖，车厢容积大，平均车速高，单趟运输效率高，带来更大的运营收益，整车核心部件维修维保周期长，三电系统稳定
好，车辆出勤率高。","
行走方式:
轮胎
车架形式:
刚性
动力方式:
电动
品牌:
宇通矿卡
"
内蒙古北方重工 MT3600 电传动矿用自卸车,内蒙古北方重工 MT3600 电传动矿用自卸车是内蒙古北方重工生产制造的行走方式为轮胎电传动矿用自卸车。,"
行走方式:
轮胎
车架形式:
刚性
动力方式:
电动
品牌:
内蒙古北方重工
"
博雷顿 BRT95E 纯电动宽体自卸车,"BRT95E纯电动宽体自卸车采用博雷顿自主研发电动机，低速即可爆发大扭矩，重载起步更轻松，满 载爬坡度达30%,专为矿区场景量身打造。","
行走方式:
轮胎
车架形式:

动力方式:
电动
品牌:
博雷顿
"
徐工 XGE105 电动矿卡,全新研发刚性车架，增加抗扭及抗弯能力，优选国内一线品牌，拥有矿山专用高效率快充电池系统，电池容量423 kwh，满足日常运行需求。,"
行走方式:
轮胎
车架形式:

动力方式:
电动
品牌:
徐工
"
宇通矿卡 YTK105E 纯电矿用车,宇通纯电矿用车凭借高出勤率、高可靠性成功获得客户信赖，车厢容积大，平均车速高，单趟运输效率高，带来更大的运营收益；整车核心部件维修维保周期长，三电系统稳定好，车辆出勤率高。,"
行走方式:
轮胎
车架形式:
刚性
动力方式:
电动
品牌:
宇通矿卡
"
内蒙古北方重工 NTE260 电传动矿用自卸车,内蒙古北方重工 NTE260 电传动矿用自卸车是内蒙古北方重工生产制造的行走方式为轮胎电传动矿用自卸车。,"
行走方式:
轮胎
车架形式:
刚性
动力方式:
电动
品牌:
内蒙古北方重工
"
博雷顿 BRT105E 纯电动宽体自卸车,"BRT105E纯电动宽体自卸车采用博雷顿自主研发电动机，低速即可爆发大扭矩，重载起步更轻松，满 载爬坡度达30%,专为矿区场景量身打造。","
行走方式:
轮胎
车架形式:

动力方式:
电动
品牌:
博雷顿
"
徐工 XDR80TE 纯电动三桥刚性矿车,徐工 XDR80TE 纯电动三桥刚性矿车是徐工生产制造的行走方式为轮胎纯电动三桥刚性矿车。,"
行走方式:
轮胎
车架形式:
刚性
动力方式:
电动
品牌:
徐工
"
宇通矿卡 YTK115E 充换电一体矿用车,宇通矿卡 YTK115E 充换电一体矿用车是宇通矿卡生产制造的行走方式为轮胎充换电一体矿用车。,"
行走方式:
轮胎
车架形式:
刚性
动力方式:
电动
品牌:
宇通矿卡
"
内蒙古北方重工 NTE240 电传动矿用自卸车,内蒙古北方重工 NTE240 电传动矿用自卸车是内蒙古北方重工生产制造的行走方式为轮胎电传动矿用自卸车。,"
行走方式:
轮胎
车架形式:
刚性
动力方式:
电动
品牌:
内蒙古北方重工
"
博雷顿 BRT105E 增程版电动宽体自卸车,"BRT105E增程版电动宽体自卸车采用博雷顿自主研发电动机，低速即可爆发大扭矩，重载起步更轻松，满 载爬坡度达30%,专为矿区场景量身打造。","
行走方式:
轮胎
车架形式:

动力方式:
电动
品牌:
博雷顿
"
内蒙古北方重工 NTE150 电传动矿用自卸车,内蒙古北方重工 NTE150 电传动矿用自卸车是内蒙古北方重工生产制造的行走方式为轮胎电传动矿用自卸车。,"
行走方式:
轮胎
车架形式:
刚性
动力方式:
电动
品牌:
内蒙古北方重工
"
内蒙古北方重工 NTE360 电传动矿用自卸车,内蒙古北方重工 NTE360 电传动矿用自卸车是内蒙古北方重工生产制造的行走方式为轮胎电传动矿用自卸车。,"
行走方式:
轮胎
车架形式:
刚性
动力方式:
电动
品牌:
内蒙古北方重工
"
内蒙古北方重工 NTE330 电传动矿用自卸车,内蒙古北方重工 NTE330 电传动矿用自卸车是内蒙古北方重工生产制造的行走方式为轮胎电传动矿用自卸车。,"
行走方式:
轮胎
车架形式:
刚性
动力方式:
电动
品牌:
内蒙古北方重工
"
内蒙古北方重工 NTE200 电传动矿用自卸车,内蒙古北方重工 NTE200 电传动矿用自卸车是内蒙古北方重工生产制造的行走方式为轮胎电传动矿用自卸车。,"
行走方式:
轮胎
车架形式:
刚性
动力方式:
电动
品牌:
内蒙古北方重工
"
徐工 AMSE121 汉驰巨能星物流车,宁德时代89.12kW·h磷酸铁锂电池，轻量化设计，高压互锁，主动断电，高压部件全方位防护，IP68级防水，保障用车安全，集成式电池液冷技术，任何工况下确保电池使用温度，延长电池寿命，提升充电效率，35min可实现SOC 20%-80%快充。,"
排量(L):

发动机型号:

整车重量(t):

最大输出功率(kw):

"
青岛解放 新大威 8X4 LNG 载货车,新大威8X4LNGLNG8X4载货车，双罐续航里程超过1000Km标载；采用成熟的457冲焊桥，加强贯通轴（端面齿结构），保证高可靠性；潍柴WP10NG280E40，国Ⅳ标准；数字化气量显示，直观准确；陕齿9JS135B变速箱，速比875后桥，保证最佳的经济车速。,"
排量(L):

发动机型号:
潍柴WP10NG280E40
整车重量(t):

最大输出功率(kw):

"
徐工 XGA1086BEVXA 8吨纯电动栏板车,徐工 XGA1086BEVXA 8吨纯电动栏板车是徐工生产制造的最大马力为140马力以下8吨纯电动栏板车，XGA1086BEVXA的排量(L)为。,"
排量(L):

发动机型号:

整车重量(t):

最大输出功率(kw):
60
"
青岛解放 赛龙LNG4×2 厢式载货车（城际物流）,赛龙LNG4×2厢式载货车（城际物流）全新锡柴NG发动机，运行成本更低，经济效益明显。标配240升LNG气瓶，满载可行驶300-350公里，满足城镇运输需求。赛龙经典驾驶室，全新结构变速操作器、环绕仪表，驾乘更舒适。一汽六档变速箱，换档轻便灵活，性能稳定，可靠性好。改进435冲焊桥，充分保证承载能力。,"
排量(L):

发动机型号:
锡柴CA6SF2-19E4N
整车重量(t):

最大输出功率(kw):

"
徐工 XGA5042XXYBEV 4.5吨纯电动厢式货车,徐工 XGA5042XXYBEV 4.5吨纯电动厢式货车是徐工生产制造的最大马力为140马力以下4.5吨纯电动厢式货车，XGA5042XXYBEV的排量(L)为。,"
排量(L):

发动机型号:

整车重量(t):

最大输出功率(kw):
64
"
青岛解放 途威LNG8×4 载货（中长途物流运输车),"途威LNG8×4载货（中长途物流运输车潍柴280马力NG发动机，动力性好,起步容易，更环保、经济性更高，使用成本较同类柴油产品节省30%以上。整体轻量化设计，铝合金组合式储气筒，模块化程度高；选装少片簧，降低自重。新大威驾驶室环绕仪表，空气座椅，美观舒适，安全密封性好，环绕外变速操纵机构，操纵灵活，方便。双气瓶设计，续航里程可达1100-1200公里。","
排量(L):

发动机型号:
潍柴WP10NG280E40
整车重量(t):

最大输出功率(kw):

"
富世华建筑产品 BG 245 E 电动手扶式混凝土抹平机,BG 245 E 是一款电动手扶式混凝土抹平机，旨在提供光滑耐用的混凝土表面。该设备专为在狭窄空间和墙角作业而开发。BG 245 E 轻便、强劲且易于使用，具有内置直驱式安全功能。抹刀轻松可调，配有可调节手柄，可减少振动。,"
动力方式:
电动
品牌:
富世华建筑产品
类别:
混凝土激光整平机
型号:
BG 245 E
"
富世华建筑产品 SV screed section SV 汽油驱动/电动整平机,Husqvarna 用于 SV 汽油驱动/电动整平机的振动梁整平组件是大面积整平的理想选择。与 BT 90 整平机相比，高轮廓铝架使重量减轻了 30%，确保在用于中高坍落度混凝土时具有出色的便携性和高生产力。专为宽至 25 m 的地面设计，最大处理深度达 150 mm。能以 1 米/分钟的速度整平混凝土板。适用于隧道、道路和大型停车场等。只需一位操作员就能轻松地完成组装和外倾角调整。多样的配件可实现多种配置，如绞车和悬臂，以满足您的日常需要。,"
动力方式:
电动
品牌:
富世华建筑产品
类别:
混凝土激光整平机
型号:
SV screed section
"
富世华建筑产品 SVE 电动模块化振动梁整平机,Husqvarna SV 电动模块化振动梁整平机是大面积整平的理想选择。与 BT 90 相比，高轮廓铝架使重量减轻了 30%，确保在用于中高坍落度混凝土时具有出色的便携性和高生产力。专为宽至 25 m 的地面设计，最大处理深度达 150 mm。能以 1 米/分钟的速度制作混凝土板。适用于隧道、道路和大型停车场等。只需一位操作员就能轻松地完成组装和外倾角调整。多样的配件可实现多种配置，如绞车和悬臂，以满足您的日常需要。,"
动力方式:
电动
品牌:
富世华建筑产品
类别:
混凝土激光整平机
型号:
SVE
"
富世华建筑产品 BT 90 G/E screed section 汽油驱动/电动整平机,Husqvarna 用于 BT 90 汽油驱动/电动整平机的振动梁整平组件设计用于处理需要压实、整平和修整的跑道、桥梁以及宽达 20 m 的地面。只需一位操作员就能轻松地完成组装和外倾角调整。多样的配件可实现多种配置，如绞车和悬臂，以满足您的日常需要。,"
动力方式:
电动
品牌:
富世华建筑产品
类别:
混凝土激光整平机
型号:
BT 90 G/E screed section
"
富世华建筑产品 BT 90 E 电动振动梁整平机,"BT 90 E
Husqvarna BT 90 电动振动梁整平机设计用于处理需要压实、整平和修整的跑道、桥梁以及宽达 20 m 的地面。只需一位操作员就能轻松地完成组装和外倾角调整。多样的配件可实现多种配置，如绞车和悬臂，以满足您的日常需要。","
动力方式:
电动
品牌:
富世华建筑产品
类别:
混凝土激光整平机
型号:
BT 90 E
"
山推 DE17-X 纯电动推土机,DE17-X型推土机是纯电动推土机，实现设备端“零”排放，绿色动力，节能环保，采用轮边直驱传动系统，应用负载自适应控制技术，动力输出响应快、爆发力强，可持续输出恒定牵引力，高速下具备强劲动力，整体作业效率提升10%以上。随车搭载240千瓦时电量，配置双枪快充接口，整车重载工况可工作4-5小时、中轻载工况工作6-8小时，与传统燃油设备相比，整体使用成本降低60%以上，配置高密封驾驶室，司机耳旁噪声低于76dB，大幅提高驾驶舒适性；采用智能温控系统，实现对动力电池、驱动电机及控制器的高效冷却，配置7寸高清显示器，人机交互界面友好。,"
功率:
220-320
行走:
履带式
用途:
标准型
动力方式:
电动
"
三一重工 SAP45C-10 电动摊铺机,三一重工 SAP45C-10 电动摊铺机是三一重工生产制造的最大摊铺宽度为电动摊铺机，SAP45C-10的基本摊铺宽度（m）为。,"
基本摊铺宽度（m）:

最大摊铺宽度（m）:

摊铺速度（m/min）:

最大摊铺厚度（mm）:

"
中联重科 HBT90.21.220SU 电动机砼泵,HBT90.21.220SU砼泵搭载高效电机，噪声小，效率高，节能环保。,"
动力形式:
电动泵
分配阀:
S阀
最大输送量:
90
品牌:
中联重科
"
三一重工 HBG8010CB（变频） 管桩泵,工业化生产， 降低人工成本，集经典拖泵技术优势一体，品质可靠，负倾角设计，吸料效率提高一倍，采用变频功能设计，可节约能耗20%以。,"
动力形式:
电动泵
分配阀:
S阀
最大输送量:
80
品牌:
三一重工
"
方圆 HBMD-90/16-180S 混凝土拖泵,HBMD-90/16-180S混凝土拖泵国内首创，性能可靠，与国外设备相比，具有输送大骨料混凝土的优势。采用双隔爆型三相异步电动机驱动，可靠性好、动力强劲。主油泵采用恒功率变量柱塞泵，可充分利用原动机功率。整机结构紧凑，拆卸方便，便于运输，维护和保养。分配阀采用S管阀，混凝土流动性好，输送阻力小，阀箱体采用焊接结构，刚性好，强度高。,"
动力形式:
电动泵
分配阀:
S阀
最大输送量:
40
品牌:
方圆
"
