名称,介绍,详情
徐工 XZJ5250JOJ14 桁架式桥梁检测车,XZJ5250JOJ14桁架式桥梁检测车底盘选用原装瑞典VOLVO或国产东风解放底盘，动力十足，驾驶室豪华舒适，特别适合长途工作。车辆液压系统主要采用进口部件，桁架结构钢管德国进口高强度钢管。工作时占用一个车道，不影响其他车辆的行驶。自行走功能，提高工作效率。配备液压驱动行走支腿。桁架式桥梁检测作业车特点一回转机构油缸90度自动限位功能确保动作安全可靠。,"
品牌:
徐工
类别:
检测车
型号:
XZJ5250JOJ14
报价:
暂无
"
徐工 XZJ5316JQJ16 折叠式桥梁检测车,XZJ5316JQJ16折叠式桥梁检测车双动力系统液压系统部分进口进口原装遥控器比例式操作工作平台液压伺服调平桥下检修状态全程监控工作平台负载实时监控臂架式桥梁检测作业车特点控制阀进口电液比例控制阀，抗污染能力强，反应灵敏，比例性能卓越。,"
品牌:
徐工
类别:
检测车
型号:
XZJ5316JQJ16
报价:
暂无
"
徐工 XZJ5292JQJ16 折臂式桥梁检测车,XZJ5292JQJ16折臂式桥梁检测车双动力系统液压系统部分进口进口原装遥控器比例式操作工作平台液压伺服调平桥下检修状态全程监控工作平台负载实时监控臂架式桥梁检测作业车特点控制阀进口电液比例控制阀，抗污染能力强，反应灵敏，比例性能卓越。,"
品牌:
徐工
类别:
检测车
型号:
XZJ5292JQJ16
报价:
暂无
"
徐工 XZJ5291JQJ16 折臂式桥梁检测车,XZJ5291JQJ16折臂式桥梁检测车双动力系统液压系统部分进口进口原装遥控器比例式操作工作平台液压伺服调平桥下检修状态全程监控工作平台负载实时监控臂架式桥梁检测作业车特点控制阀进口电液比例控制阀，抗污染能力强，反应灵敏，比例性能卓越。,"
品牌:
徐工
类别:
检测车
型号:
XZJ5291JQJ16
报价:
暂无
"
徐工 XZJ5290JQJ 折臂式桥梁检测车,XZJ5290JQJ折臂式桥梁检测车双动力系统液压系统部分进口进口原装遥控器比例式操作工作平台液压伺服调平桥下检修状态全程监控工作平台负载实时监控臂架式桥梁检测作业车特点控制阀进口电液比例控制阀，抗污染能力强，反应灵敏，比例性能卓越。,"
品牌:
徐工
类别:
检测车
型号:
XZJ5290JQJ
报价:
暂无
"
徐工 XZJ5230JQJ12 折臂式桥梁检测车,XZJ5230JQJ12折臂式桥梁检测车双动力系统液压系统部分进口进口原装遥控器比例式操作工作平台液压伺服调平桥下检修状态全程监控工作平台负载实时监控臂架式桥梁检测作业车特点控制阀进口电液比例控制阀，抗污染能力强，反应灵敏，比例性能卓越。,"
品牌:
徐工
类别:
检测车
型号:
XZJ5230JQJ12
报价:
暂无
"
徐工 XZJ5130LQJ 折叠式桥梁检测车,XZJ5130LQJ折叠式桥梁检测车双动力系统液压系统部分进口进口原装遥控器比例式操作工作平台液压伺服调平桥下检修状态全程监控工作平台负载实时监控臂架式桥梁检测作业车特点控制阀进口电液比例控制阀，抗污染能力强，反应灵敏，比例性能卓越。,"
品牌:
徐工
类别:
检测车
型号:
XZJ5130LQJ
报价:
暂无
"
徐工 22米桁架式 桥梁检测车,22米桁架式桥梁检测车底盘选用原装瑞典VOLVO或国产东风解放底盘，动力十足，驾驶室豪华舒适，特别适合长途工作。车辆液压系统主要采用进口部件，桁架结构钢管德国进口高强度钢管。工作时占用一个车道，不影响其他车辆的行驶。自行走功能，提高工作效率。配备液压驱动行走支腿。桁架式桥梁检测作业车特点一回转机构油缸90度自动限位功能确保动作安全可靠。,"
品牌:
徐工
类别:
检测车
型号:
22米桁架式
报价:
暂无
"
徐工 18米桁架式 桥梁检测车,18米桁架式桥梁检测车底盘选用原装瑞典VOLVO或国产东风解放底盘，动力十足，驾驶室豪华舒适，特别适合长途工作。,"
品牌:
徐工
类别:
检测车
型号:
18米桁架式
报价:
暂无
"
徐工 12米臂架式 桥梁检测车,12米臂架式桥梁检测车双动力系统液压系统部分进口进口原装遥控器比例式操作工作平台液压伺服调平桥下检修状态全程监控工作平台负载实时监控臂架式桥梁检测作业车特点控制阀进口电液比例控制阀，抗污染能力强，反应灵敏，比例性能卓越。,"
品牌:
徐工
类别:
检测车
型号:
12米臂架式
报价:
暂无
"
徐工 16米臂架式 桥梁检测车,16米臂架式桥梁检测车双动力系统液压系统部分进口进口原装遥控器比例式操作工作平台液压伺服调平桥下检修状态全程监控工作平台负载实时监控臂架式桥梁检测作业车特点控制阀进口电液比例控制阀，抗污染能力强，反应灵敏，比例性能卓越。,"
品牌:
徐工
类别:
检测车
型号:
16米臂架式
报价:
暂无
"
