名称,介绍,详情
雷沃阿波斯 4YD-3A 玉米收获机,4YD-3A玉米收获机产品特点：卧式摘穗辊式摘穗机构先进合理适应性强；选配锤爪式、甩刀式茎杆粉碎还田装置满足不同作业需求；双纵向输送降低整车高度输送更可靠；滑移式液压翻转卸粮机构结构更合理卸粮更快捷；加宽果穗升运器输送更加流畅；与雷沃欧豹拖拉机匹配性能更卓越；可选装茎杆粉碎回收装置。,"
收获行数:
三行
收获方式:
背负式
收获幅宽:
2.2m-2.8m
品牌:
雷沃阿波斯
"
双印农机 2BYCF-5 种植施肥机械,2BYCF-5种植施肥机械产品特点：与大型轮式拖拉机配套使用，广泛适用于平原、丘陵地区，能够铁茬或整地后播种玉米、大豆，并且能够同时施肥，真正实现了一机多用。该机设计结构合理，操作方便，机动灵活，适应大地块作业。该机能一次完成开沟、施肥、播种、覆土、镇压等多项作业。,"
播种行数:
5-7行
品牌:
双印农机
类别:
播种机
型号:
2BYCF-5
"
中联重机 TA60 谷物收割机,TA60谷物收割机采用独特的切流+横轴流滚筒脱粒分离装置，加长脱粒滚筒，脱粒分离能力更强、更彻底；700mm加宽过桥，喂入通道通畅，输送能力增强，作业速度快、效率更高；加长清选筛，加大清选面积，清选效果更好，效率更高；匹配81kw名优柴油机，作业动力更强劲；新型散热器防护罩，保证机器在恶劣的工作条件下，长时间工作，而不需人工经常清理；。,"
行走方式:
自走轮式
喂入方式:
全喂入
喂入量:
4kg/s-6kg/s
收获幅宽:

"
博远 4YZB-3(回收型) 玉米收获机,4YZB-3回收型玉米收获机产品特点：新型剥皮胶辊配方改进、工艺升级，新型果穗分配，剥净率高；矩形孔振动筛，清选效果好；果穗箱卸粮高度提高，卸粮更方便；水箱护罩采气面积加大，散热性能好；上进气方式，维护次数少；还田机主传动皮带改为四联带，动力传递效率高，寿命长；加强型转向桥，提高整机的承载能力和通过性；粉碎机变速箱加装超越离合器，大大延长皮带使用寿命。,"
收获行数:
三行
收获方式:
自走式
收获幅宽:
1.6m-2.2m
品牌:
博远
"
爱科 麦赛福格森“全球系列”S1304-C(G4)/MF1304-B 拖拉机智享版,爱科动力发动机，涡轮增压、中冷、高压共轨、柴油散热器等配置，保证发动机大扭 矩、低油耗，稳定可靠，全部配备动力换向，电子离合（手柄及挡杆），12+12全同步器换挡变速箱，40公里/ 小时最大行驶速度，不管是田间作业还是转场都能游刃有余。,"
马力:
100-160马力拖拉机
驱动方式:
四轮驱动
品牌:
爱科
类别:
拖拉机
"
农哈哈 2BYFSF-8 播种机,产品特点：2BYFSF-8春地仿形玉米播种机与拖拉机配套作业，主要用于免耕地单粒精播玉米，可条施晶粒状化肥，一次完成开沟施肥、开种沟、播种、覆土、镇压等工序。采用四连杆仿形机构，保证稳定的播种深度。机器前后距离短，地头转弯空地小，重心靠近拖拉机，便于运输。驱动轮高度可调，调低后可用东北垄上播种，调高后用于平播。采用钝角播种开沟器，开沟阻力小，不挂杂草，高速作业时翻土较少。,"
播种行数:
5-7行
品牌:
农哈哈
类别:
播种机
型号:
2BYFSF-8
"
中联重机 TC60 谷物收割机,TC60谷物收割机采用独特的切流+横轴流滚筒脱粒分离装置，加长脱粒滚筒，脱粒分离能力更强、更彻底；920mm加宽过桥，喂入通道通畅，输送能力增强，作业速度快、效率更高；匹配92kw，4缸增压直喷柴油机，作业动力更强劲；加宽清选室，长抖动板与双层振动筛异向运动，清选能力强，清选效果更好；新型散热器防护罩，保证机器在恶劣的工作条件下，长时间工作，而不需人工经常清理；。,"
行走方式:
自走轮式
喂入方式:
全喂入
喂入量:
4kg/s-6kg/s
收获幅宽:
2.8m以上
"
中联重机 CE30 玉米收获机,CE30玉米收获机整机结构紧凑、设计合理，轴距相对小，机身长度小于7米，非常适合中小地块玉米收获，减少地头转弯半径，收获效率更高。采用独创抛送轮，果穗损失小，果穗箱充满度高，作业时间更长、效率更高。采用先进的4组V型胶辊＋铸铁辊槽型排列剥皮装置，果穗剥皮效果好、效率高。采用液压卸粮及新型籽粒回收抽拉装置，减少卸粮时间，增加作业时间。,"
收获行数:
三行
收获方式:
自走式
收获幅宽:
1.6m-2.2m
品牌:
中联重机
"
洛阳路通 LT-1404B 轮式四驱拖拉机,LT-1404B轮式四驱拖拉机动力强劲匹配东方红高压共轨发动机，动力储备大，油耗低，经济效益高。,"
马力:
100-160马力拖拉机
驱动方式:
四轮驱动
品牌:
洛阳路通
类别:
拖拉机
"
久保田农机 DSPV-10C25 自走式水稻直播机,"DSPV-10C25自走式水稻直播机精准高效，久保田自走式水稻直播机可保持高效平稳作业。精准的播种,助用户节本增效,提升收益。","
播种行数:
7-11行
品牌:
久保田农机
类别:
播种机
型号:
DSPV-10C25
"
中联重机 TB60 谷物收割机,TB60谷物收割机采用独特的切流+横轴流滚筒脱粒分离装置，改善脱粒元件，脱粒分离能力更强、更彻底；920mm加宽过桥，喂入通道通畅，输送能力增强，作业速度快、效率更高；匹配92kw，4缸增压直喷柴油机，作业动力更强劲；加宽清选室，长抖动板与双层振动筛异向运动，清选能力强，清选效果更好；新型散热器防护罩，保证机器在恶劣的工作条件下，长时间工作，而不需人工经常清理；。,"
行走方式:
自走轮式
喂入方式:
全喂入
喂入量:
6kg/s-8kg/s
收获幅宽:
2.2m-2.8m
"
雷沃阿波斯 CC04(4YZ-4B) 玉米收获机,CC044YZ-4B玉米收获机产品特点:适应性好低倾角摘穗台设计，对玉米长势高低适应性好；有500、550、580mm多种行距可供选择，区域适应性更好；整机尺寸小、车身短，作业灵活性强。工作效率高国家新型设计的复合式剥皮机，玉米苞叶剥净率高，籽粒损失少；果穗箱充满率高，一次性连续作业时间长；配置大马力名优发动机，动力强劲、节油环保；。,"
收获行数:
四行
收获方式:
自走式
收获幅宽:
2.2m-2.8m
品牌:
雷沃阿波斯
"
约翰迪尔农机 304 拖拉机,304拖拉机可靠性高，结构紧凑，维修保养方便拖拉机结构紧凑，维修保养方便，平均无故障时间高于国家标准发动机冲程长，马力强劲扭转储备大于15%安全性高配置安全启动装置，安全性能更高水田作业效果好四驱型前桥水、泥密封性能极佳健康环保所有零件包括离合器摩擦片、制动器摩擦片、各种垫片均不含石棉，所有油漆都不含铅，更有利于人体健康和环保柴油箱容积大。,"
马力:
25-100马力拖拉机
驱动方式:
四轮驱动
品牌:
约翰迪尔农机
类别:
拖拉机
"
大华机械 2BFJK-9/5（220） 播种机,2BFJK-9/5（220）播种机产品介绍:。,"
播种行数:
7-11行
品牌:
大华机械
类别:
播种机
型号:
2BFJK-9/5（220）
"
中联重机 TB70 谷物收割机,TB70谷物收割机采用独特的切流+横轴流滚筒脱粒分离装置，改善脱粒元件，脱粒分离能力更强、更彻底；920mm加宽过桥，喂入通道通畅，输送能力增强，作业速度快、效率更高；匹配92kw，4缸增压直喷柴油机，作业动力更强劲。加宽清选室，长抖动板与双层振动筛异向运动，清选能力强，清选效果更好。新型散热器防护罩，保证机器在恶劣的工作条件下，长时间工作，而不需人工经常清理；。,"
行走方式:
自走轮式
喂入方式:
全喂入
喂入量:
6kg/s-8kg/s
收获幅宽:
2.2m-2.8m
"
中联重机 8000B 玉米收获机,8000B玉米收获机匹配名优国Ⅱ增压发动机，采用单向双动力输出方式，行走系与工作装置传动系各自独立，动力强劲；双纵轴流柔性脱粒技术，低破碎率、低损失率；全液压回转臂式卸粮系统，操控性强，可视度高，方便行走卸粮；标配7行玉米割台，可选装4米挠性割台、6米刚性割台、6行玉米割台，更换不同割台可实现水稻、小麦、油菜、大豆、玉米等多种作物的收获；。,"
收获行数:
五行及以上
收获方式:
自走式
收获幅宽:
2.8m及以上
品牌:
中联重机
"
东方红（一拖） C1402 履带拖拉机,C1402履带拖拉机主要用途和性能特点：以大面积农田作业为主，配装不同农具可进行耕、整、耙、播等作业项目，配装推土铲也可兼顾推土作业，用于农田水利建设。以农田作业为主，兼顾推土作业，整机提升力大。2采用14′干式双片碟簧压紧主离合器，摩擦片带减震弹簧，扭矩传递可靠，寿命长。,"
马力:
100-160马力拖拉机
驱动方式:
两轮驱动
品牌:
东方红（一拖）
类别:
拖拉机
"
德农农机 2B-12 种植施肥机械,德农农机 2B-12 种植施肥机械是德农农机生产制造的播种行数为12-18行种植施肥机械。,"
播种行数:
12-18行
品牌:
德农农机
类别:
播种机
型号:
2B-12
"
中联重机 TC70 谷物收割机,TC70谷物收割机匹配国内名优发动机，动力强劲，可靠性高，扭矩储备系数大。采用静液压驱动，有效减轻驾驶员劳动强度，操纵舒适，作业效率高。采用单纵轴流结构设计，提高脱粒分离效率。采用单纵轴流滚筒脱粒分离装置，改善脱粒元件，分离能力更强、更彻底。筛箱摇杆改为具有技术的防脱筛箱摇杆，筛箱驱动轴由焊接结构改为装配式，强度好，使用可靠。,"
行走方式:
自走轮式
喂入方式:
全喂入
喂入量:
6kg/s-8kg/s
收获幅宽:
2.2m-2.8m
"
雷沃阿波斯 CP05(4YZ-5) 玉米收获机,CP054YZ-5玉米收获机产品特点：作业高效优化设计的升运及排杂系统，作业流畅，不堵塞；籽粒回收槽清粮快速便捷，时间缩短50%。性能优越优化设计摘穗台，摘穗效果好；配置平辊+星轮结构的剥皮装置，剥皮效果好；配置可视系统检测收获机工作部件运行状况，提高观察方便性；摘穗台与茎杆切碎台装置独立控制，分别升降。,"
收获行数:
五行及以上
收获方式:
自走式
收获幅宽:
2.2m-2.8m
品牌:
雷沃阿波斯
"
中联重机 RD704-A 轮式拖拉机,RD704-A轮式拖拉机采用名优发动机，动力强劲、燃油经济性好， 加强型9.5吋双作用离合器，进口高强度摩擦材质，扭矩储备大，性能卓越， 加强型变速箱，经久耐用。,"
马力:
25-100马力拖拉机
驱动方式:

品牌:
中联重机
类别:
拖拉机
"
奥龙农机 2BXFS-200 播种机,2BXFS-200播种机产品特点:进行全旋耕作业，播种后地表平整。一次完成旋耕、播种、施肥、覆盖、镇压、扶垄筑畦等多项作业。在播种的同时完成扶垄、筑畦作业。对作物的适应性广：既能播种小麦，又能播种玉米、大豆等多种作物。变速箱种类多：有两挡变速箱体、小箱体、中箱体、高箱体。适应各种动力输出轴高度的拖拉机。一机三用：旋耕施肥播种机、免耕施肥播种机、旋耕机。,"
播种行数:

品牌:
奥龙农机
类别:
播种机
型号:
2BXFS-200
"
中联重机 FL3000 谷物收割机,FL3000谷物收割机割台：采用加长割台，收高杆作物能力更强，喂入更均匀。同时优化链耙被动轴结构，增加链耙密度，割台损失更小。切碎长度三级可调，通过手柄可快速实现切碎长度的调整。可选配揉搓板，可满足不同地区的用户需求；转弯半径：优化转向桥结构，转弯半径更小，灵活性更高；行走系统：采用静液压驱动，噪音小、操作舒适、方便。马达及泵采用进口品牌，性能稳定、可靠；。,"
行走方式:
自走轮式
喂入方式:
全喂入
喂入量:

收获幅宽:
2.8m以上
"
雷沃阿波斯 CP07(4YZ-7A) 玉米收获机,CP074YZ-7A玉米收获机性能卓越采用300mm小行距割台，可不对行收割，行距适应性广；配套160马力名优发动机，性能稳定，动力充沛；3m3大果穗箱，减少卸粮次数，提高工作效率；可选配铺条机，满足部区域对秸秆回收利用的需求；作业高效五组纵向平置式组合剥皮辊，剥皮效果好，使用寿命长；割台低倾角设计，收获适应区域作业需要；。,"
收获行数:
五行及以上
收获方式:
自走式
收获幅宽:
2.2m-2.8m
品牌:
雷沃阿波斯
"
雷沃阿波斯 M1004-F 拖拉机,M1004-F拖拉机动力更强劲配套雷沃动力发动机，性能先进，动力强劲；可选装玉柴发动机，增加配套动力多样性，满足不同用户需求；动力排放升级、性能升级，油耗低，可靠性高。,"
马力:
100-160马力拖拉机
驱动方式:
四轮驱动
品牌:
雷沃阿波斯
类别:
拖拉机
"
德邦大为 2505型 种植施肥机械,2505型种植施肥机械产品特点：气吸式免耕精密播种机集成并创新了世界上最先进的播种机技术，采用三点液压悬挂式挂接和作业方式，气吸式排种，具有全免耕、高速、精密播种的特点。通用性强，可播种玉米、大豆、甜菜、葵花等大粒作物，是目前国内技术领先的机型。,"
播种行数:
5-7行
品牌:
德邦大为
类别:
播种机
型号:
2505型
"
中联重机 8000A 谷物收割机,8000A谷物收割机匹配名优国Ⅱ增压发动机，采用单向双动力输出方式，行走系与工作装置传动系各自独立，动力强劲，安全可靠；新型智能传感技术，全方位覆盖式监控，确保各部位工作正常使用稳定可靠；柔性脱粒机构、清选机构全机械式无极变速，稳定可靠；拨禾轮液压式无极变速，方便稳定。,"
行走方式:
自走轮式
喂入方式:
全喂入
喂入量:
6kg/s-8kg/s
收获幅宽:
2.8m以上
"
久保田农机 M704-K(G4) 动力机械,久保田农机 M704-K(G4) 动力机械是久保田农机生产制造的马力为25-100马力拖拉机动力机械。,"
马力:
25-100马力拖拉机
驱动方式:
四轮驱动
品牌:
久保田农机
类别:
拖拉机
"
华联机械 2BYF-4型 种植施肥机械,产品特点:2BYF-4型玉米播种机适用于春播平作玉米，尤为适用于小麦收割后铁茬播种玉米、大豆、小豆，一机多用，可同时完成播种、施肥、覆土、震压等多项作业。该机与拖拉机采用三点式挂接，利用液压升降机组作业转弯半径≤3米，使用方便。,"
播种行数:

品牌:
华联机械
类别:
播种机
型号:
2BYF-4型
"
中联重机 8000C 谷物收割机,8000C谷物收割机匹配名优国Ⅱ增压发动机，采用单向双动力输出方式，行走系与工作装置传动系各自独立，动力强劲；双纵轴流柔性脱粒技术，低破碎率、低损失率；全液压回转臂式卸粮系统，操控性强，可视度高，方便行走卸粮；标配4米挠性割台、6米刚性割台、6行玉米割台，7行玉米割台，更换不同割台可实现水稻、小麦、油菜、大豆、玉米等多种作物的收获；。,"
行走方式:
自走轮式
喂入方式:
全喂入
喂入量:
6kg/s-8kg/s
收获幅宽:
2.8m以上
"
昊田农业 TY300 拖拉机,昊田农业 TY300 拖拉机是昊田农业生产制造的马力为25-100马力拖拉机拖拉机。,"
马力:
25-100马力拖拉机
驱动方式:
两轮驱动
品牌:
昊田农业
类别:
拖拉机
"
双印农机 2BYCF-3 种植施肥机械,2BYCF-3种植施肥机械产品特点：机架采用优质管材焊接而成，具有重量轻、结构合理、强度大、使用性能好等特点。部件与机架的连接均采用U型螺丝、压板连接，既组装快捷、调整位置方便、又紧固可靠。开沟器采用优质钢材焊接，装有活式合金钢尖，具有很强的耐磨性能。采用了单体驱动播种机构，每个播种总成均能独立完成整个工作过程。,"
播种行数:
3-4行
品牌:
双印农机
类别:
播种机
型号:
2BYCF-3
"
中联重机 FL2800 谷物收割机,FL2800谷物收割机割茬低，收割效率高，每小时育贮玉米12-15亩；无行距收获，可收获倒伏作物，适应性广；配置220马力国Ⅱ名优发动机，动力强劲，节能环保；切碎长度10-45mm，三级可调；先进的喂入装置，集喂入与压扁一体，使饲料的适口性好；配有反正转变速箱，堵塞时能及时反吐；全液压控制，转弯半径小，操作灵活方便；。,"
行走方式:
自走轮式
喂入方式:
全喂入
喂入量:

收获幅宽:
2.2m-2.8m
"
东风农机 1004型 轮式拖拉机,1004型轮式拖拉机产品特点：动力分别采用洛阳东方红LR683．LR68LR6M5型柴油机，直喷水冷，四冲程发动机，扭矩储备大；配装LUK独立操作双作用离合器；变速箱采用4×3+结构，速度范围：184315公里/小时，12个前进档，4个后退档，选装爬行档，有24个前进档个后退档，速度范围宽；。,"
马力:
100-160马力拖拉机
驱动方式:
四轮驱动
品牌:
东风农机
类别:
拖拉机
"
农哈哈 2BXF-12 播种机,2BXF-12播种机产品特点：与中小型拖拉机配套使用，采用三点悬挂，适用于平原和丘陵地区条播小麦。一次作业可完成平地、合墒、播种、覆土、镇压、打竖畦等项作业。此机型有6-16行。滚齿式播籽轮交错排种，全盒充种，简单可靠不需调整，十六档变速箱，播量调整范围大。,"
播种行数:
12-18行
品牌:
农哈哈
类别:
播种机
型号:
2BXF-12
"
中联重机 AS60 谷物收割机,AS60谷物收割机配置名优大功率长冲程发动机，动力更强劲。采用开闭式组合系统、马达负载信息反馈等独特液压传动技术，充分利用发动机的功率，效率更高、能耗更低。180°回转式机械折腰架构的甘蔗集装卸料装置，作业效率快捷高效。输送通道采用变径通过输送技术，甘蔗不挤压，不堵塞，输送效率更高。,"
行走方式:
自走履带式
喂入方式:
全喂入
喂入量:
6kg/s-8kg/s
收获幅宽:
1m-1.6m
"
潍坊百利 TN504 拖拉机,TN504拖拉机产品特点：结构紧凑，牵引性能好结构先进操纵方便动力输出多样化安全可靠性新型机罩，美观大方功率：50马力驱动形式：四轮驱动。,"
马力:
25-100马力拖拉机
驱动方式:
四轮驱动
品牌:
潍坊百利
类别:
拖拉机
"
大华机械 2BMYF 播种机,2BMYF播种机产品介绍:该机一台可抵旋耕机、小麦播种机、玉米播种机等多台农具。既能播种小麦，又可播种玉米、大豆等作物；既能全幅旋耕条播小麦，又能带状旋耕开沟免耕播种小麦。,"
播种行数:

品牌:
大华机械
类别:
播种机
型号:
2BMYF
"
山东常林 DF2104 拖拉机,DF2104拖拉机产品介绍:选进的道依茨高压共轨发动机；低油耗，高扭矩、功率储备高；采用全动力换档变速箱，动力强劲，档位精益；综合悬架设计最大限度提升了驾驶舒适度和安全性；采用人机工程驾驶室，最佳优化驾驶员视野；可选装GPS自动导航，操作可实现记忆功能；提升力大，悬挂和拖挂都采用快速挂接，适应各种复合机具作业条件；。,"
马力:
160马力以上拖拉机
驱动方式:
四轮驱动
品牌:
山东常林
类别:
拖拉机
"
德农农机 2BMYFS_4/4 种植施肥机械,德农农机 2BMYFS_4/4 种植施肥机械是德农农机生产制造的播种行数为4-5行种植施肥机械。,"
播种行数:
4-5行
品牌:
德农农机
类别:
播种机
型号:
2BMYFS_4/4
"
奥利达机械 ALD400 拖拉机,奥利达机械 ALD400 拖拉机是奥利达机械生产制造的马力为25-100马力拖拉机拖拉机。,"
马力:
25-100马力拖拉机
驱动方式:
两轮驱动
品牌:
奥利达机械
类别:
拖拉机
"
奥龙农机 2BMYF-8/8 播种机,2BMYF-8/8播种机产品特点:一次完成旋耕、播种、施肥、覆盖、镇压、扶垄筑畦等多项作业。在播种的同时完成扶垄、筑畦作业。对作物的适应性广：既能播种小麦，又能播种玉米、大豆等多种作物。变速箱种类多：有两挡变速箱体、小箱体、中箱体、高箱体。适应各种动力输出轴高度的拖拉机。一机三用：免耕施肥播种机、旋耕机、旋播机。,"
播种行数:
7-11行
品牌:
奥龙农机
类别:
播种机
型号:
2BMYF-8/8
"
天拖 TN1654型大马力 轮式拖拉机,天拖 TN1654型大马力 轮式拖拉机是天拖生产制造的马力为160马力以上拖拉机轮式拖拉机。,"
马力:
160马力以上拖拉机
驱动方式:
四轮驱动
品牌:
天拖
类别:
拖拉机
"
双印农机 2BYCF-6 种植施肥机械,2BYCF-6种植施肥机械产品特点：排种器完全采用铝合金材质，精工制作，抛除了传统播种工艺中的毛刷与塑料轮，大大延长了使用寿命。精确无比的单粒播种不仅节省籽种，真正实现了播种行业的一次创新革命。选用了大排量排肥盒，加粗了输肥管，亩最大排肥量可达50公斤。穴距精确，幼苗分布均匀，竞争小，个体优势能够充分发挥，作物生长旺盛，产量高能增产10%-20%。,"
播种行数:
5-7行
品牌:
双印农机
类别:
播种机
型号:
2BYCF-6
"
潍拖 TY280 拖拉机,TY280拖拉机产品介绍：TY（两驱系列产品是目前性能先进的直连式中小马力拖拉机。具有传动效率高、震动小、牵引力大、适应性强、启动省力的特点，是小四轮拖拉机的升级换代产品。装有牙嵌式差速锁，提高了机组的通过性，设置了液压输出接口，可直接与自卸挂车连接。根据不同用户的需求，可有多种配置：可采用单作用或双作用离合器，可选（3+1）×2六档或（4+1）×2八档变速箱，八档变速箱可选装爬行档，动力输出可单速，也可双速，固定或可调式轮距，后置“0”类或“1”类悬挂.。,"
马力:
25-100马力拖拉机
驱动方式:
两轮驱动
品牌:
潍拖
类别:
拖拉机
"
农哈哈 2BYSFS-3 播种机,2BYSFS-3播种机产品特点：2BYFSF-3仿形勺轮播种机与拖拉机配套作业，主要用于免耕地单粒精播玉米，可条施晶粒状化肥，一次完成开沟施肥、开种沟、播种、覆土、镇压等工序。播种总成可以随地面起伏自动调整高度，保证稳定的开沟深度，保证苗齐、苗全。加长了拉杆，增大了播种总成的上浮动量，解决了机具在松土地作业时，行走阻力过大的问题。,"
播种行数:
3-4行
品牌:
农哈哈
类别:
播种机
型号:
2BYSFS-3
"
亿嘉迪敖 YJ-1254 动力机械,多功能农用驾驶室YJ-1254拖拉机，满足多种农田作业.国II标准发动机爬行挡16F+8R带差速锁双作用离合器。,"
马力:
100-160马力拖拉机
驱动方式:
四轮驱动
品牌:
亿嘉迪敖
类别:
拖拉机
"
德农农机 2BMQYF-4/4 种植施肥机械,德农农机 2BMQYF-4/4 种植施肥机械是德农农机生产制造的播种行数为4-5行种植施肥机械。,"
播种行数:
4-5行
品牌:
德农农机
类别:
播种机
型号:
2BMQYF-4/4
"
华夏拖拉机 354 拖拉机,华夏拖拉机 354 拖拉机是华夏拖拉机生产制造的马力为25-100马力拖拉机拖拉机。,"
马力:
25-100马力拖拉机
驱动方式:
四轮驱动
品牌:
华夏拖拉机
类别:
拖拉机
"
奥龙农机 2BMYF-6/6A(180) 种植施肥机械,2BMYF-6/6A180种植施肥机械产品特点:一次完成旋耕、播种、施肥、覆盖、镇压、扶垄筑畦等多项作业。在播种的同时完成扶垄、筑畦作业。对作物的适应性广：既能播种小麦，又能播种玉米、大豆等多种作物。变速箱种类多：有两挡变速箱体、小箱体、中箱体、高箱体。适应各种动力输出轴高度的拖拉机。一机三用：免耕施肥播种机、旋耕机、旋播机。,"
播种行数:
5-7行
品牌:
奥龙农机
类别:
播种机
型号:
2BMYF-6/6A(180)
"
鲁中拖拉机 254 拖拉机,鲁中拖拉机 254 拖拉机是鲁中拖拉机生产制造的马力为25-100马力拖拉机拖拉机。,"
马力:
25-100马力拖拉机
驱动方式:
四轮驱动
品牌:
鲁中拖拉机
类别:
拖拉机
"
双印农机 2BYFSF-2 播种机,2BYFSF-2播种机产品特点：排种器完全采用铝合金材质，精工制作，抛除了传统播种工艺中的毛刷与塑料轮，大大延长了使用寿命。精确无比的单粒播种不仅节省籽种，真正实现了播种行业的一次创新革命。选用了大排量排肥盒，加粗了输肥管，亩最大排肥量可达50公斤。穴距精确，幼苗分布均匀，竞争小，个体优势能够充分发挥，作物生长旺盛，产量高能增产10%-20%。,"
播种行数:
2-3行
品牌:
双印农机
类别:
播种机
型号:
2BYFSF-2
"
凯斯纽荷兰 Puma 2304 动力机械,Puma2304舒适的操作环境配备冷暖空调及良好的通风系统，给用户提供一个舒适的工作环境SurroundVision驾驶室，360度视野符合人体工程学的操控布局，操作更轻松舒适的气垫座椅性能卓越的发动机凯斯NEF系列发动机，涡轮增压/中冷，高压共轨燃油系统。,"
马力:
160马力以上拖拉机
驱动方式:
四轮驱动
品牌:
凯斯纽荷兰
类别:
拖拉机
"
农哈哈 2BYFSF-6 播种机,产品特点：2BYFSF-6型春地仿形玉米播种机与拖拉机配套作业，主要用于免耕地单粒精播玉米，可条施晶粒状化肥，一次完成开沟施肥、开种沟、播种、覆土、镇压等工序。采用四连杆仿形机构，保证稳定的播种深度。机器前后距离短，地头转弯空地小，重心靠近拖拉机，便于运输。驱动轮高度可调，调低后可用东北垄上播种，调高后用于平播。采用钝角播种开沟器，开沟阻力小，不挂杂草，高速作业时翻土较少。,"
播种行数:
5-7行
品牌:
农哈哈
类别:
播种机
型号:
2BYFSF-6
"
徐工 XT804 拖拉机,徐工 XT804 拖拉机是徐工生产制造的马力为100-160马力拖拉机拖拉机。,"
马力:
100-160马力拖拉机
驱动方式:

品牌:
徐工
类别:
拖拉机
"
德农农机 2BMQYF-2/2 种植施肥机械,德农农机 2BMQYF-2/2 种植施肥机械是德农农机生产制造的播种行数为2-3行种植施肥机械。,"
播种行数:
2-3行
品牌:
德农农机
类别:
播种机
型号:
2BMQYF-2/2
"
常发 CFA304 动力机械,CFA304动力机械产品特点：采用进口喷油系统的常发牌三缸柴油机，油耗低、更省油，提速快，马力更强劲，领先于国内同类机型；与目前市场上同类产品的8+2档位不同，采用国际先进设计理念，开发出9个前进挡+3个倒退档的档位结构，能全面适应旋耕、犁地、开沟、洒药、运输等所有作业需求，田间作业效率领先所有同类机型。,"
马力:
25-100马力拖拉机
驱动方式:
四轮驱动
品牌:
常发
类别:
拖拉机
"
奥龙农机 2BM-130 种植施肥机械,2BM-130种植施肥机械主要特点:一次完成旋耕、播种、施肥、覆盖、镇压、扶垄筑畦等多项作业。在播种的同时完成扶垄、筑畦作业。对作物的适应性广：既能播种小麦，又能播种玉米、大豆等多种作物。变速箱种类多：有两挡变速箱体、小箱体、中箱体、高箱体。适应各种动力输出轴高度的拖拉机。一机三用：免耕施肥播种机、旋耕机、旋播机。,"
播种行数:

品牌:
奥龙农机
类别:
播种机
型号:
2BM-130
"
沭河 SH1000 四轮拖拉机,沭河 SH1000 四轮拖拉机是沭河生产制造的马力为25-100马力拖拉机四轮拖拉机。,"
马力:
25-100马力拖拉机
驱动方式:
两轮驱动
品牌:
沭河
类别:
拖拉机
"
双印农机 2BYCF-8 种植施肥机械,2BYCF-8种植施肥机械产品特点：与大型轮式拖拉机配套使用，广泛适用于平原、丘陵地区，能够铁茬或整地后播种玉米、大豆，并且能够同时施肥，真正实现了一机多用。该机设计结构合理，操作方便，机动灵活，适应大地块作业。该机能一次完成开沟、施肥、播种、覆土、镇压等多项作业。,"
播种行数:
7-11行
品牌:
双印农机
类别:
播种机
型号:
2BYCF-8
"
时风 简易驾驶室拖拉机 轮式拖拉机,简易驾驶室拖拉机轮式拖拉机产品特点：以简洁、实用、为设计理念，时风简易驾驶室使产品的性价比大大提高，让产品更具人性化，免去了您日晒雨淋的担忧，增加了结构强度。新款简易驾驶室造型流畅，利用简洁的设计语言阐述时风拖拉机灵动的一面。,"
马力:

驱动方式:

品牌:
时风
类别:
拖拉机
"
农哈哈 2BXF-12J 播种机,2BXF-12J播种机产品特点：与中小型拖拉机配套使用，采用三点悬挂，适用于平原和丘陵地区条播小麦。一次作业可完成平地、合墒、播种、覆土、镇压、打竖畦等项作业。滚齿式播籽轮交错排种，全盒充种，简单可靠不需调整，十六档变速箱，播量调整范围大。,"
播种行数:
12-18行
品牌:
农哈哈
类别:
播种机
型号:
2BXF-12J
"
乐星 LS804-1 动力机械,LS804-1动力机械产品特点：颜色：红色Plus-Model=强大马力的中大型拖拉机，典型的农业专用机，特别适用于水田作业。流线型外罩+外观时髦，确保比一般机型更广的前方视角设计，让驾驶人易于把握整个作业状况。一体成型船舱拖拉机+主机可选装包括空调，暖气，音响以及收音机等的船舱设备。,"
马力:
25-100马力拖拉机
驱动方式:
四轮驱动
品牌:
乐星
类别:
拖拉机
"
德农农机 2BMQYF-8/8 种植施肥机械,德农农机 2BMQYF-8/8 种植施肥机械是德农农机生产制造的播种行数为7-11行种植施肥机械。,"
播种行数:
7-11行
品牌:
德农农机
类别:
播种机
型号:
2BMQYF-8/8
"
山拖 TS954 轮式拖拉机,TS954轮式拖拉机产品特点：强劲性能：采用啮合套传动系，换挡轻便舒适，拥有16前进挡和8个后退档行驶速度覆盖34-37kM/h，驾驶员可以选择的档位区域大。驾驶员可以根据作业的不同情况，配套农机具的不同，车速的变化，地面的坡度，作业土壤的情况，牵引机具的不同，在较大的速度范围内进行作业档位的选择，充分发挥出动力系统的性能，更好的满足使用要求。安全舒适：全新的流线型机罩，风阻系数小，造型美观。,"
马力:
25-100马力拖拉机
驱动方式:
四轮驱动
品牌:
山拖
类别:
拖拉机
"
