用户名,时间,评论
"
                                沙沙子
                                ","
2023-01-01 12:38                            
                            ","
                            第一次来吃呷哺呷哺，点的牛油锅底还是挺浓郁的，小料台的小料很丰富自己调了个油碟，肉卷便瘦不喜欢吃肥的可以放心点，蔬菜拼盘很奈斯，啥都有摆盘配色超好看，虽然是个单人餐我们两个人也吃饱了，特别表扬一下冰淇淋，口感丝滑甜度适中 吃完火锅再配个冰激凌绝了
                            

		                            收起评价


"
"
                                Miss笑笑
                                ","
2022-12-31 12:34                            
                            ","
                            最近因为口罩😷原因，哪哪人都挺少的
过来吃火锅，人也不多，而且大家坐座位都还蛮自觉的，会自觉选择隔一桌坐一桌，自动隔开距离，这真的好蛮好的
万象城的这家店真的好蛮不错的，从服务员到店长，都很贴心
本来想大众点评上面有代金券，然后问了一下可不可以用，店长知道之后就直接给打了折，还送了一份冰淇淋，真的很nice
菜品不用说，都很新鲜干净
火锅味道也很赞
两杯奶茶，一个大红袍，一个茉香奶绿，个人更喜欢茉香


		                            收起评价


"
"
                                冰儿
                                ","
2022-12-30 23:04                            
                            ","
                            呷哺呷哺火锅店位于新晋祠路万象城的四层，店里环境很干净，而且很安静舒适。工作人员的服务态度很热情，菜品也很新鲜。肥牛很嫩很新鲜，蔬菜大拼盘搭配的蔬菜品种丰富多样而且非常新鲜干净，抹茶🍵味的冰淇淋🍦很好吃，淡淡的清香爽口的感觉，量也可以，我一个人都没有吃完，但是不能浪费，服务员给我拿了食品袋打包带走。还回来这里吃饭的。
                            

		                            收起评价


"
"
                                大福mama
                                ","
2022-12-28 14:58                            
                            ","
                            [薄荷]环境：
非常不错，里面很大，外面露台也可以坐
[服务铃]服务：
非常好，很热情，因为疫情原因周三去的，人不是那么多
「大红袍奶茶」奶茶不错，很好喝。「麻酱」记忆里十几年前觉得好吃的不行
「缤纷蔬菜拼盘」量很大，不错。
                            

		                            收起评价


"
"
                                阿杨和阿常的干饭日记
                                ","
2022-12-27 18:26                            
                            ","
                            第一次来呷哺呷哺来吃，还是中奖送了一个单人套餐，然后和男朋友一起过来尝一尝，就在万象城里面，很方便。下午过来的，人不是很多，服务人员超级热情，送了我们奶茶和绿叶菜，锅底我们选了咖喱锅，冬天吃暖暖的，环境安静，靠窗户，晚上还可以欣赏夜景，特别适合情侣约会来吃，还会再来的


		                            收起评价


"
"
                                玉芷_vivian
                                ","
2022-12-26 18:55                            
                            ","
                            很幸运中了单人霸王餐，服务人员亲切又热心，一个个帮忙把餐确定好，因为特殊情况还是选了外卖，备餐都很及时，整体过程很赞。选了最爱的茉香奶绿，喝了心里也是暖暖的。
很棒的用餐体验，下次情况没问题的话一定多来光临店里。
                            

		                            收起评价


"
"
                                青山见我应如是
                                ","
2022-12-24 16:23                            
                            ","
                            今天天气真好。哈哈适合约姐妹出来ci火锅哈哈哈本来心情不是很好，但是当火锅✘奶茶✘姐妹＝心情超好♡(*´∀｀*)人(*´∀｀*)♡哈哈哈哈
牛羊肉超大片🥩超满足。这个冰激凌也好吃嘿嘿嘿本来生完病嘴巴尝不出味道也闻不到。一下子就好了一大半哈哈哈。开心^_^
                            

		                            收起评价


"
"
                                阿星
                                ","
2022-12-22 10:46                            
                            ","
                            霸王餐去体验了一下！总体非常奈斯，锅底一个菌汤，另外一个是牛油的，不是很辣。肉也很可以，很嫩。服务非常好，老板很大气，还另外点了很多菜，老板给了一个非常不错的折扣，还送了一杯奶茶，茉莉「茉香奶绿」非常不错，大红袍也很好，冬天很暖和！还送了一个小的冰激凌，吃完火锅真的很解腻！值得一去！
                            

		                            收起评价


"
"
                                JOJO运气超好
                                ","
2022-12-16 19:26                            
                            ","
                            万象城的呷哺是我最喜欢的一个店，店员、店长都很热心，环境很好，很卫生，食材也新鲜，尤其是肉，平时在家吃火锅也会叫呷哺的肉来吃。
今天自己来吃饭，餐厅没几个人，包场的感觉，店员还特意准备了柠檬水，细节做得很到位。
以后还会继续喜欢，真心安利给大家这个店


		                            收起评价


"
"
                                南夜月
                                ","
2022-12-14 18:33                            
                            ","
                            「茉香奶绿」最喜欢喝他家的奶绿了，女孩子当然要喝热的呀，淡淡的抹茶味，并不会感觉到甜腻
「呷哺精选肥牛」牛肉肉量杠杠的，并不会像三无产品那样，吃起来有嚼劲，个人比较推荐
「如意响铃卷」今年新推出的新品，比较吸汁，一口下去都是料，不错
「缤纷鲜蔬拼盘」他家单人餐的必备品，菜类，菌菇类…应有尽有，满盘尽是各类蔬菜
「印度风味咖喱锅」咖喱锅就不用说了吧，他家的特色，没吃过的必须冲鸭！！！首创，并不会辣
「弹牛肉丸」丸类双拼建议吃牛筋丸，Q弹，口感好
总体来说nice
物美价廉
                            

		                            收起评价


"
"
                                琪琪
                                ","
2022-12-14 16:14                            
                            ","
免费试之呷哺呷哺火锅🍲
记得上次吃呷哺还是在几年前
在天津吃了咖喱锅 一直记忆深刻
这次有幸中了餐
趁着有空就来啦
依旧是咖喱锅  依旧是那个味道
不得不说❗️真的太太太太太好吃啦～
服务小姐姐看我带着孩子  还贴心的准备了宝宝餐具
「茉香奶绿」推荐的是很不错
「印度风味咖喱锅」强烈推荐大家必点比锅  爱了爱了💗
「鲜蔬汇」就很友好 每种菜都能吃到
总之体验感很棒  一个人的火锅🍲也不孤单
                            

		                            收起评价


"
"
                                丫丫_373317
                                ","
2022-12-13 20:33                            
                            ","
                            菜品:
所有菜品味道都很好！
蘸酱没的说，很浓，味道不错！
肥牛卷很厚实，好吃不腻！

[薄荷]环境:
太原来说很好了！看我拍的图！扭头就是大玻璃，视野很开阔！我们工作日非饭点去的，人少，吃的很舒服！

[服务铃]服务:
服务员很热情，很有耐心！老板也很亲和！最后还送了奶茶！

总结:
这家不错，收藏！以后会常去的！
                            

		                            收起评价


"
"
                                Apricity
                                ","
2022-12-13 17:58                            
                            ","
                            值得一夸的茶米茶奶茶，一直很好喝，醇厚丝滑。火锅方面一直不错，套餐一直很划算，人不多的话双人餐三人餐都很实惠，搭配合理，锅底闭眼选都不会出错，吃完也不会太油腻。万象城这家环境好，服务好，停车方便，卫生情况很不错。
                            

		                            收起评价


"
"
                                盛岡号2024
                                ","
                                2022-12-13
  更新于2022-12-14 00:41                            
                            ","
                            呷哺过两周就想来吃，尤其万象城店！
这次特别感谢：张经理！ （表扬信）
看到家人主动给了热水，因为挪动位置的正常动作，还加送了一盘肥牛肉。
这种服务意识，让我们对本来标准化的呷哺好感值大大提升！

火锅经典食材小料写了很多次评论了这次直说一下这次的新亮点「茶米茶碗装抹茶冰淇淋」一看包装就是很用心的，冰淇淋确实用料不含糊，抹茶像抹茶！ 在你吃热腾腾的火锅同时感受反差清凉😘 还可以看看世界杯⚽
餐饮人本来就不容易，这两三年更加！ 希望触底反弹：生意兴隆——辛苦啦！
                            

		                            收起评价


"
"
                                想飞的猪up
                                ","
2022-12-13 10:27                            
                            ","
                            感谢点评霸王餐
很开心中了常吃的呷哺的霸王餐
这个套餐非常良心，是自己去吃也会点的搭配，呷哺用心了
[薄荷]环境:环境来说，万象城加持，不说太原最好，绝对前二
[服务铃]服务:餐饮行业的服务员流动特别快，几乎每次去呷哺的服务员都不一样，以往会有点餐结账十分不熟练的情况，这次还好，第一次坐的位置电磁炉不能用，张姓小姐姐贴心帮忙换了位置，还另外送了奶茶，好评
菜品，一直觉得呷哺的菜品挺稳定的，其他菜品都吃了很多次，今天第一次尝试了饼子，还挺好吃，还有奶茶冰激凌都不错
希望呷哺在保证原有经典基础上有更好的创新
                            

		                            收起评价


"
"
                                瑞瑞sry
                                ","
2022-12-10 21:07                            
                            ","
                            菜品超级新鲜！好喜欢圆生菜呀，呷哺的麻酱一如既往的好吃，调的很好
服务小姐姐态度很棒，积极帮忙找位置
茉莉奶绿味道浓浓的，奶盖质感也不错
咖喱锅也算经典了吧，搭配麻酱简直绝了
是日常工作一人食二人食的靠谱工作餐地方！
                            

		                            收起评价


"
"
                                吃鸡腿的皮蛋
                                ","
2022-12-03 15:57                            
                            ","
                            好像好几年没吃呷浦呷浦了，几年前吃还是在洛阳经常吃，在太原就没吃过。这次去万象城店吃，买了**的双人餐。
芝麻酱还是一如既往的好吃，芝麻酱是灵魂。呷浦呷浦好像一般没有油碟，就又调了海鲜汁。而且锅底还是一如既往的便宜…要了辣锅和菌汤锅，味道也还行。菜品也挺新鲜的。服务员推荐买了羊肉串，**上九块九五串，但肉都挺小的，不太推荐。
                            

		                            收起评价


"
"
                                文子
                                ","
2022-11-27 21:03                            
                            ","
                            又一次的选择，已经数不清吃过多少次了，上菜速度快，选择多，**美团都有套餐优惠，也很方便，有啥吃啥，省的选择困难症整体环境非常好，适合两三个人的火锅，也不浪费，冬天来了，吃火锅的季节，吃火锅的选择，就他没错了


		                            收起评价


"
"
                                哇塞天呀
                                ","
2022-11-23 15:09                            
                            ","
                            [服务铃]服务:
绝了真的，大哥人太好了，做梦没想到还能有这个，疫情当下真的太赞了菜品都很新鲜，奶茶也很好喝，感谢小哥哥，太感谢了
这才是真的做到了感动●﹏●

很难的这次也是试着点一下
但是做的真的太棒了，超级好，大品牌的包容和感动，你，我粉了



		                            收起评价


"
"
                                Wmj
                                ","
2022-11-09 09:28                            
                            ","
最喜欢呷哺呷哺的咖喱味，不油腻的，吃完也很舒服，小料很对胃口，团购整体下来又实惠	                        "
"
                                Lik
                                ","
2022-11-01 20:45                            
                            ","
呷浦呷浦一如既往的经济实惠 万象城这个店环境也好 也很大  服务员小姐姐还推荐我们团购很实惠 新出的羊肉串挺好吃 最喜欢他家寿喜锅里住冻豆腐了	                        "
"
                                匿名用户
                                ","
2022-10-28 14:34                            
                            ","
                            位置  万象城4层  很好找的
「茉香奶绿」喜欢喝他家的茉香奶绿  淡淡的茶味一点也不腻「原切牛眼肉」肉品很嫩  口感不错  「精品脆毛肚」毛肚很脆 配上油料 美得的很
[服务铃]服务:小姐姐很热情的袄  服务周到细心
                            

		                            收起评价


"
"
                                阿洛
                                ","
2022-10-25 20:16                            
                            ","
                            🏠「呷哺呷哺(太原万象城店)」
[薄荷]环境:
咱也搞不清楚这是几点零版本的呷哺呷哺餐厅，采用全新中式装修风格，青灰色的砖墙、本木色的桌椅、隐蔽墙角露出的半束桃花，可谓五步一诗，十步一景，如诗如画的优雅格调。
「呷哺精选肥牛」吃火锅必须要来一份牛肉，红白相间的肉肉，下锅后涮7-8秒就刚刚好，口感嫩滑。「锡盟羔羊肉」羊肉卷很大片，蘸上秘制的麻酱味道确实火锅该有的味道。「虾滑COMBO」Q弹滑嫩的虾滑，也是吃火锅的必答菜，颗粒感饱满，原汤口感更佳。「缤纷蔬菜拼盘」好几种田园时蔬搭配，绝对是选择困难症的福音。

[服务铃]服务:
服务一直是很满意的，彬彬有礼，嘹亮的迎送声瞬间渲染了整个气氛。
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2022-10-25 14:09                            
                            ","
                            好多年没吃呷哺呷哺啦、感觉和记忆中的变化很大，万象城这家店里基本都是大锅，价格也不如以前实惠啦，这边店里客人很多，但服务员有点少，人多的时候就忙不过来，基本半自助吧口味也一般，下次可能不会再去了


		                            收起评价


"
"
                                yuan园园园园园园
                                ","
2022-10-19 10:52                            
                            ","
这么多家的茉香奶绿还是呷哺的最好喝啦，不腻，味道也足，超级好喝，买奶茶必须来这里，推荐！	                        "
"
                                dududu啦
                                ","
2022-10-12 14:38                            
                            ","
                            [薄荷]环境：
万象城的呷哺呷哺是太原市环境最好的一家了，主要是因为吃完身上沾不到火锅的味道就很棒
[服务铃]服务：
小哥哥小姐姐们也超级热情几乎是有求必应就很贴心「茉香奶绿」超级无敌推荐这款奶绿，是我喝过这么多奶茶店里最好喝的了，又香又不腻，喝完心情超级好！「鲜蔬汇」「安格斯上脑」「麻酱」「老四川风味麻辣锅底」
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2022-10-11 13:37                            
                            ","
                            呷哺呷哺就不用多说了，全国都有的连锁店，味道有保证，很好吃。门口还有饮品店，专门做店里的饮品。味道很好喝，但是注意选择的糖分的时候一定不要选择无糖的，我当时就是为了减肥选的这个，很后悔，有糖分的很好喝。里面的肉很好吃。不错


		                            收起评价


"
"
                                匿名用户
                                ","
2022-10-05 20:51                            
                            ","
1元一杯奶茶，真实惠，服务态度也很好，疫情期间，商场人真少	                        "
"
                                喝奶盖的猪猪
                                ","
2022-10-03 19:44                            
                            ","
                            好久没吃呷哺呷哺了  突然好像感觉比想象中的人均变高了
服务还好  就是店员对一些店内其他平台的套餐活动不太熟悉
肥牛和羔羊卷都是可以点大小份的还是比较贴心
蔬菜拼盘性价比比较高
最后一夸送给「小酥肉」 没想到火锅店把小酥肉做的真好吃


		                            收起评价


"
"
                                Banana
                                ","
2022-10-02 11:01                            
                            ","
                            位置在万象城4楼，整体口味不错，但是菜量比较少，有代金券的活动，大家可以来尝试
[薄荷]环境:宽敞明亮，干净整洁，新升级的店面
[服务铃]服务:服务人员很热情，进门主动迎接，上菜速度较快，问服务小哥要小票减免停车费，小哥很贴心的给了2张
                            

		                            收起评价


"
"
                                Sunny
                                ","
2022-09-28 11:57                            
                            ","
                            9月赶上万象城店活动五折就来了～
肉品是现切的感觉，隔一会就软塌下来了，蔬菜的量给的还可以
最喜欢的还是「茉香奶绿」每次必点的，半糖最好，茶味浓郁也不会感觉苦
服务的话一般些，有点难找人，点完餐后基本就很难找了
                            

		                            收起评价


"
"
                                强仔
                                ","
2022-09-22 21:01                            
                            ","
小姐姐服务非常棒🏻
很好吃
下次再来	                        "
"
                                点小评2764903248
                                ","
2022-09-14 13:32                            
                            ","
和朋友一起过来吃的服务态度不错🏻吃了一个咖喱锅味道很浓环境也很好可以看到外面的风景空调很足大爱	                        "
"
                                棒打鲜成
                                ","
2022-09-12 19:13                            
                            ","
                            [薄荷]环境:
环境方面在万象城三楼，里面有个靠窗的位置可以看到太原的夜景，这次没坐到挺遗憾的。点名他家的锅，这张设计真的很棒，不会溅出来。
[服务铃]服务:
服务员挺好的，时刻关注每桌的情况
口味：
喜欢他家的大虾和蔬菜拼盘，百点不腻，而且这次还解锁了醋碟吃法，爱了爱了
                            

		                            收起评价


"
"
                                哈喽
                                ","
2022-09-07 23:11                            
                            ","
                            五折吃呷哺呷哺好划算呀，火锅味道一直很认可喜欢，尤其是牛油锅底很香，好吃，环境也很不错，采光好，非常适合拍照打卡，有时间就会过来吃，正好遇上做五折活动，菜品，肉品都很新鲜，服务员小哥哥很热情，告诉我们店里有小零食提供，如果有啥事不用叫服务员，桌子下方有个按铃，就会呼唤服务员，这也太贴心了，比心♥️，以后还会光顾的
                            

		                            收起评价


"
"
                                BabyEric
                                ","
2022-09-07 11:21                            
                            ","
                            中午家人决定来呷哺聚餐，一般都是去公园时代城店。

在万象城四层，蛮好找。店内宽敞明亮风景好也不错。五个人点了四个单人餐+肉+虾滑+小酥肉+笋

服务感觉还好，但是上食物的时候感觉没有仔细看，吃饭的时候吃出来塑料片，希望店家可以多注意一下。
                            

		                            收起评价


"
"
                                喂不饱的大头怪
                                ","
2022-09-02 08:26                            
                            ","
                            [薄荷]环境：
绝了！傍晚和老妈散步，走到印象城西边露台上，想吃火锅了，就和老妈去吃了一顿。因为是从露台进去的，西边没太多人，可惜靠窗的位置没有了。但还是能够通过落地窗一边吃饭一边欣赏晚霞。太美了！走的时候才知道这个店有多大，真的特别大。

[服务铃]服务：
本来想买代金券，但是服务员给了我们更低的折扣。服务员都很好，但是人多难免忙不过来，坐下好久没人管，还是我自己去叫的人。

要了麻辣汤底和番茄汤底，这是我最近几年吃到的最好的番茄汤底了。麻辣也很正宗，汤底本身的味道就足够了。

火锅店食材新鲜卫生是最重要的，这两个都没的说。肉很鲜美，羊肉没有膻味，很嫩，比牛肉更嫩，口感更好。唯一的美中不足就是对于这个价位来说，肉真的少……性价比不高。反正是吃晚饭，也好。

蔬菜拼种类很齐全，两人足够。玉米还是别往这两种锅底里煮了，本来就是熟的，煮进去很难吃。

毛血旺拼盘也很棒，午餐肉一般，毛肚和血都很新鲜。还是少，老妈都没吃够。

麻汁小料味道好，口感细腻丝滑，老妈很开心地吃了两碗！

总之，母上大人说好就是真的好。好评


		                            收起评价


"
"
                                Justin_M
                                ","
2022-08-26 10:47                            
                            ","
                            有态度的""小火锅""

好久没来呷哺呷哺了，没想到现在风格变了好多。
坐在万象城的窗边，感觉味道都更加可口了
「番茄玉米锅」「老四川风味麻辣锅底」锅底一如既往的稳定，无功无过。
「麻酱」是特色，不知道为什么就感觉很好吃
「拉面」口感劲道，有惊喜。
其他的肉类和配菜基本都中规中矩，属于能力范围内的味道。
☑️虽然现在呷哺呷哺也涨价了，但是每次吃还是之前的感觉，舒服不突兀。
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2022-08-24 09:49                            
                            ","
经常来的一家店，现在双人套餐都吃不掉，吃的太撑了，在万象城	                        "
"
                                馋猫日记
                                ","
2022-08-18 12:58                            
                            ","
单刷呷哺呷哺！
环境真的是很棒，有单人吃火锅的专门桌子，安排就坐的间隔也比较远，很贴心。
菜品性价比蛮高，味道也不错。
总体来说不算特别突出但是也不错，还会再来。	                        "
"
                                匿名用户
                                ","
2022-08-15 11:12                            
                            ","
最爱咖喱锅，咖喱锅底配味噌酱很好吃！咖喱锅煮拉面也超级入味。	                        "
"
                                暮年与你啊
                                ","
2022-08-10 16:13                            
                            ","
                            来太原玩两天，住在了万象城附近，实在是不知道吃什么，看到万象城里有呷哺，果断来吃火锅，嘻嘻。
还是熟悉的风格和装修，位置在万象城四层，很好找，进来之后服务员很热情，引着找位置坐下，点菜也很迅速，是在饿的不行了就赶紧把菜点了。
酱料很全，自己喜欢吃什么自己调好就可以，锅底也很全，我爱吃番茄锅所以点了个鸳鸯的。菜品种类齐全，都是我喜欢吃的菜，肉的品质也不错，很新鲜。
店面很大，吃的人很多，服务员都忙不过来，味道也很喜欢，还是原来的味道，他们家的麻酱很好吃，整体来说经济实惠，想吃火锅的小伙伴自己一个人来吃也绝对合适，在附近的朋友可以来吃哟～价格实惠，菜品种类丰富，而且新鲜，好评～
                            

		                            收起评价


"
"
                                Dabao丶
                                ","
2022-08-09 19:07                            
                            ","
下雨天总是要吃个火锅的吧、
万象城三个人不吃辣锅首选呷哺
吃太多次了 味道依然不错
就是雨天靠窗有点冷了	                        "
"
                                匿名用户
                                ","
2022-08-08 11:27                            
                            ","
                            「麻酱」「爆料芝士虾球」「缤纷蔬菜拼盘」「红糖糍粑」聚餐去过一次，点了一圈肉，围在锅边，有食欲，正好有抽奖活动，抽中两个饮料，放进了充值账户里面，下次食用，不辣的可以选择番茄锅，味道浓郁，推荐，坐在窗边，能看到万象城外头。
                            

		                            收起评价


"
"
                                咖啡豆
                                ","
2022-08-06 15:24                            
                            ","
去过很多次了，喜欢他家的锅底，味道也很好	                        "
"
                                婷的加菲猫
                                ","
2022-08-03 17:44                            
                            ","
                            现在的呷哺初心变了，所以吃的次数也少了，偶尔回味一下吧。
[服务铃]服务:
这家上菜有点慢，催了两回才上。一个蔬菜拼盘其实够两个人吃了「什锦鲜蔬拼盘盘」
「经典毛血旺拼盘」一次能吃三种，就是量和价格完全不匹配，相同价位有更好的店选择。
                            

		                            收起评价


"
"
                                MONICA_4700
                                ","
2022-08-01 10:39                            
                            ","
                            近期最爱火锅之一！
呷哺呷哺简直超出我对它的预期
一个这么平价的火锅
在万象城怎没可以做到环境这么舒适！
活脱脱一个木质清新自然风！
坐在落地穿的天台旁边 
就是一个大写的满意！
菜品真的太便宜  太实惠了吧 
主要是品质还不差！
我简直愿意天天吃呷哺呷哺
                            

		                            收起评价


"
"
                                点小评9022139543
                                ","
2022-07-23 21:10                            
                            ","
味道好，菜品新鲜，服务态度好，值得打卡	                        "
"
                                冰疙瘩
                                ","
2022-07-19 19:20                            
                            ","
[薄荷]环境：
环境不错，很干净
[服务铃]服务：
服务很热情
孩子每次都要来
推荐哦	                        "
"
                                点小评9550539760
                                ","
2022-07-18 20:48                            
                            ","
咖喱锅very good，牛油锅奥利给，牛肉不错 很好	                        "
"
                                点小评5924799051
                                ","
2022-07-16 16:10                            
                            ","
口味不错推荐大家吃一下咖喱锅 他家特色  环境点赞 服务态度也非常好一进门就热情款待 推荐大家来品尝哦 "
"
                                jerry_372593
                                ","
2022-07-13 22:01                            
                            ","
                            位置：在万象城4层，停车方便，位置好找。
环境：环境干净，有临窗的位置可选，坐在那里可以看到外面的天空，很美，很享受。
菜品：食材新鲜，肉质鲜嫩，种类很多，可选择的很多。
口味：可以自己调制小料，辣妹适中，很不错。
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2022-07-08 13:16                            
                            ","
好吃好吃好吃好吃好吃好吃真的好好吃，服务特别好，真的特别棒，就是推荐推荐，平价小火锅，怎么吃都不腻，推荐推荐，环境也特别棒，
[薄荷]环境：干净，凉快，清爽

[服务铃]服务：超级好很贴心	                        "
"
                                Mo
                                ","
2022-07-02 00:55                            
                            ","
                            一定是太久没有吃过呷哺呷哺了，对它的印象还停留在很久之前
万象城店的环境简直是让我怀疑这是我之前常吃的火锅店
「大红袍奶茶」「印度风味咖喱锅」「什锦鲜蔬拼盘盘」每次必点的菜品，咖喱锅吃不腻
据说呷哺呷哺家的奶茶和凑凑家的配料一样，最近又总在小红书看到说凑凑的平替奶茶，那个买不到，但是可以买到呷哺家的，奶茶味道浓郁，不过一定点单的时候要半糖的，因为忘记说了，觉得稍微过甜
                            

		                            收起评价


"
"
                                美丽的童话王国
                                ","
2022-07-01 21:49                            
                            ","
                            场地比较好找，占地面积非常大！给人感觉很舒服！菜类品质新鲜，量一般，两人餐套餐足够吃，菜类可以再丰富一些，万象城的餐饮服务非常多，如果想要在其中脱颖而出，可以再增加些促销手段，还有一些像儿童围兜这种服务可以适当配备，毕竟可以增加顾客好感度！
                            

		                            收起评价


"
"
                                青雪_6618
                                ","
2022-07-01 14:34                            
                            ","
味道很好！服务也不错，还见到了传说中的机器人送餐	                        "
"
                                告别维纳斯
                                ","
2022-06-23 15:37                            
                            ","
                            为啥总吃呷哺呷哺，因为有吧台可以适合一个人吃火锅！
环境嘛，连锁店装修基本大同小异吧。
服务，中规中矩，反正点完菜基本没人来打扰你干饭。
菜品，一如既往吧，反正一盘肉一个素拼基本也就够吃了。
挺好的，一个人想吃火锅的时候就吃呷哺呷哺了，不过物价飞涨啊
                            

		                            收起评价


"
"
                                silence_6188
                                ","
2022-06-22 14:34                            
                            ","
                            呷哺呷哺一直的定位都很准确，一个人也能吃的火锅。
整体环境还是挺干净的，至少不油腻。小料台也挺干净，这点很满意了。
菜的品质也很平民，都是普通的肥牛，五花之类的，套餐里面的生鸡蛋和面条一起煮，还是挺好吃的。
                            

		                            收起评价


"
"
                                从傍晚到清晨
                                ","
2022-06-20 19:09                            
                            ","
[薄荷]环境：
很喜欢餐厅气氛很活跃
[服务铃]服务：
很热情主动介绍店铺的活动	                        "
"
                                骑着电动撸烤串分队美女子
                                ","
2022-06-20 16:57                            
                            ","
                            [薄荷]环境:
环境良好，服务周到，有可爱的机器人上菜，上菜速度很快，好评
「安格斯上脑」肉片肉质细嫩，片切薄，口感不错，蘸油料吃味道鲜
「鲜蔬汇」两三盘肉➕鲜蔬汇已经够三个女孩子吃了，里面菜品量少种类多 可点
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2022-06-18 17:06                            
                            ","
                            呷哺呷哺最近出的套餐还是很划算的，两个人啊，都吃不完，后来再吃就双人套餐三个人来吃了，那就正好了，嘿嘿。火锅的话，吃的比较多的有熊喵来了，凑凑，呷哺呷哺。。个人还是觉得凑凑的肉最香，当然也最贵，火锅来说，呷哺呷哺熊喵来了这两家的价位比较亲民。
                            

		                            收起评价


"
"
                                点小评0615075730
                                ","
2022-06-15 12:11                            
                            ","
服务不错，菜挺香，在这吃饭风景很不错。量也挺大	                        "
"
                                昱
                                ","
2022-06-07 11:31                            
                            ","
                            想吃火锅了，就来到万象城“呷哺”火锅，订的双人套餐，有肉有菜有面，二人吃的饱饱哒。锅底是清汤和麻辣，小料是自助的好吃。环境干净安静。去的早，人不多，服务员热情周到。有问必答。这次就餐很满意，喜欢吃火锅的朋友可以去品尝…😋
                            

		                            收起评价


"
"
                                点小评3784647124
                                ","
2022-06-05 17:18                            
                            ","
「茉香奶绿」之前每次喝都是五分糖，刚刚好，这两次喝的五分糖都觉得甜，下次选个三分糖尝一下吧	                        "
"
                                原来是小宝阿
                                ","
2022-05-23 18:35                            
                            ","
                            「原切牛眼肉」 肉质很不错
「茉香奶绿」这个味道真的很nice 可以给她们多要点冰块
「麻酱」「小料」 小料台的东西很齐全 自己还试着弄了一下海鲜汁的锅底

[服务铃]服务：
简直没得说 服务真是太棒了 很有耐心 很热情

[薄荷]环境：
环境很不错 干净整洁 可以吃的很放心
                            

		                            收起评价


"
"
                                书生
                                ","
2022-05-13 16:39                            
                            ","
                            昨天和同事一起去的，感觉环境和服务都挺好的，我们点的美团那个89的套餐，感觉是真的少，不过89还要什么自行车？！哈哈哈，也不知道是我俩坐了一个4人位置，显得菜更少了，然后那个虾滑真的不好吃，我第一次吃这种苏的虾滑，两盘子肉没有肉味儿，其他的味道都还正常，对了，他家有一个超大的桌子，适合团建。
                            

		                            收起评价


"
"
                                方木香
                                ","
2022-05-09 00:32                            
                            ","
每次逛街必点的奶茶，至少是朋友安利的说大红袍口味的特别好喝，喝了一段时间发现茉莉奶绿也超级好喝，这种会特别解腻，超级适合吃烧烤和串串啦或者火锅搭配起来喝。会继续安利我身边的朋友喝款奶茶，真的是心头爱。	                        "
"
                                eW3We
                                ","
2022-05-04 13:20                            
                            ","
去过一次。位置比较靠里，反正口味都差不多。	                        "
"
                                某某蕙
                                ","
2022-05-01 13:12                            
                            ","
                            环境不错啊～各种团购节假日都能用～服务也超级好！饮料也超好喝！！性价比超级高～吃的爽爽的！锅底各种口味都有，感觉咖喱还是很有特色～今天的酸菜也没有踩雷！会经常吃呷哺呷哺的！毕竟到处都是～非常享受的一餐哦！
                            

		                            收起评价


"
"
                                会说话的雨
                                ","
2022-04-28 17:14                            
                            ","
[薄荷]环境：
还是老样子，吃过很多吃了，特别是麻酱，我的最爱
[服务铃]服务：
两个人忙的不可开交，就低头干饭了，自给自足不给别人添麻烦，好吃😋	                        "
"
                                毅杯果晨
                                ","
2022-04-22 11:05                            
                            ","
                            还是被封之前吃的呷哺呷哺工作餐，这个单人餐超出我想象的好，种类和量都是杠杠的！尤其是那个蔬菜拼盘，现在看来更是十分可！原来一个人的火锅也可以这么爽！不过验券过程真是心累，抵消了一部分好感，还是培训培训效率和业务吧
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2022-04-18 11:18                            
                            ","
                            **团的两人餐，晚上就餐，人不多，不用排队，这些正正够吃，两个人，饭量不是特别的大，荤素搭配，锅是鸳鸯锅，两种口味，坐在窗边，能看到商场外面的景色，还是推荐窗边的位置，吃完饭正好在商场逛街，消食的好去处
                            

		                            收起评价


"
"
                                点小评7504883389
                                ","
2022-04-03 22:41                            
                            ","
                            今天去了，很幸运人不算多，选了个靠窗的景观位置坐下，整天感觉比别的店更加高大尚，还有充值优惠和大众点评的很多优惠，出了不少新的菜品，整体口味不错，孩子也很喜欢吃，喜欢这里吃饭的氛围感，人多时药排队😯！
                            

		                            收起评价


"
"
                                甲铁城
                                ","
2022-04-02 19:55                            
                            ","
本来性价比就挺高，再加上周三半价券，二百的菜两个人吃到撑	                        "
